claim_id,artifact,artifact_location,report_occurrence_count,claim_text,claim_type,population,comparator,endpoint,timepoint,value,unit,source_ids,source_urls,exact_anchors,access_depth,evidence_tier,requires_inline_citation,first_pass_decision,first_pass_rationale,blind_verdict,blind_failure_mode,resolution,final_display_state,canonical_artifact,canonical_row_ids,canonical_artifact_sha256,display_order,data_cut,schema_version,notes
ASSET-039,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=242,1,Technetium-99 methylene diphosphonate (99Tc-MDP): indication=Active moderate-to-severe TED; target=Not registry-specified; highest_stage=Highest registered phase: PHASE4; status=Registered statuses: COMPLETED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Active moderate-to-severe TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE4 | Registered statuses: COMPLETED | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,814,https://clinicaltrials.gov/study/NCT03948191,CANONICAL:pipeline_assets_v2.csv::asset=Technetium-99 methylene diphosphonate (99Tc-MDP);row_sha256=0d61f0eedc9bf9676bf4c14642c907e2d0d1b17dc6035eaf7e756d80c74f9251,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Technetium-99 methylene diphosphonate (99Tc-MDP),8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,165,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0090 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
ASSET-040,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=243,1,Teprotumumab: indication=TED (US); target=IGF-1R; highest_stage=Approved US; status=Approved; tier=Comparator; evidence_confidence=High for TED.,complete_asset_inventory_row,TED (US),NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Approved US | Approved | High for TED,structured inventory fields,190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,https://doi.org/10.1210/clinem/dgad637; https://doi.org/10.1016/j.ophtha.2021.10.017; https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761143s000lbl.pdf; https://clinicaltrials.gov/study/NCT01868997; https://clinicaltrials.gov/study/NCT03298867; https://clinicaltrials.gov/study/NCT03461211; https://clinicaltrials.gov/study/NCT04583735; https://clinicaltrials.gov/study/NCT05002998; https://clinicaltrials.gov/study/NCT06248619; https://clinicaltrials.gov/study/NCT06389578; https://clinicaltrials.gov/study/NCT06563856; https://clinicaltrials.gov/study/NCT06674941; https://clinicaltrials.gov/study/NCT07142642; https://clinicaltrials.gov/study/NCT07265258; https://clinicaltrials.gov/study/NCT07308964; https://clinicaltrials.gov/study/NCT07594912,CANONICAL:pipeline_assets_v2.csv::asset=Teprotumumab;row_sha256=fb3a63174e22fbb733c118b9bdf3cfc461f41d710a1cd3b3866217727ac21080,Structured metadata and abstract | Retrieved official label document block | Frozen full protocol and posted-results record | Frozen full protocol record; no posted results at data cut,B0 scholarly discovery metadata; claim-level appraisal required | A1 regulator | A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Teprotumumab,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,166,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0123 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
ASSET-041,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=244,1,"Tocilizumab: indication=Active TED; Active moderate-to-severe TED; Sight-threatening TED / dysthyroid optic neuropathy; TED, activity/severity not registry-specified; target=IL-6R; highest_stage=Highest registered phase: PHASE4; status=Registered statuses: UNKNOWN; RECRUITING; COMPLETED; WITHDRAWN; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).",complete_asset_inventory_row,"Active TED; Active moderate-to-severe TED; Sight-threatening TED / dysthyroid optic neuropathy; TED, activity/severity not registry-specified",NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE4 | Registered statuses: UNKNOWN; RECRUITING; COMPLETED; WITHDRAWN | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,772; 821; 847; 878,https://clinicaltrials.gov/study/NCT01297699; https://clinicaltrials.gov/study/NCT04876534; https://clinicaltrials.gov/study/NCT06087731; https://clinicaltrials.gov/study/NCT06927375,CANONICAL:pipeline_assets_v2.csv::asset=Tocilizumab;row_sha256=1716acfae4823a571b87c821bf5988cf2a94a2e0b9fb2b96058ff9271b2e8b16,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Tocilizumab,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,167,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0015 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
ASSET-042,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=245,1,Tofacitinib: indication=Active moderate-to-severe TED; target=JAK family; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Active moderate-to-severe TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,905,https://clinicaltrials.gov/study/NCT07547930,CANONICAL:pipeline_assets_v2.csv::asset=Tofacitinib;row_sha256=33836bfc423ce42d8f0c9a146654e8c15ceb15dce7dbc717d24fbe92da64167b,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Tofacitinib,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,168,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0118 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
ASSET-043,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=246,1,TOUR006: indication=Active moderate-to-severe TED; target=IL-6 pathway; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: ACTIVE_NOT_RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Active moderate-to-severe TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: ACTIVE_NOT_RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,848,https://clinicaltrials.gov/study/NCT06088979,CANONICAL:pipeline_assets_v2.csv::asset=TOUR006;row_sha256=fcc28e5dd767a2b521ce2acc35ad59d8450bab794ed7c2269936a509f79e2965,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=TOUR006,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,169,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0025 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
ASSET-044,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=247,1,"Unspecified immunosuppressive agent: indication=TED, activity/severity not registry-specified; target=Not registry-specified; highest_stage=Highest registered phase: NA; status=Registered statuses: UNKNOWN; tier=Watchlist; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).",complete_asset_inventory_row,"TED, activity/severity not registry-specified",NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: NA | Registered statuses: UNKNOWN | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,826,https://clinicaltrials.gov/study/NCT05110040,CANONICAL:pipeline_assets_v2.csv::asset=Unspecified immunosuppressive agent;row_sha256=7469022e3b1f29c4c16ae7aba9b17d44ab04805a0848ddec6e37aa4db625be4a,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Unspecified immunosuppressive agent,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,170,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0039 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
ASSET-045,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=248,1,Veligrotug (Lumvoa): indication=TED regardless of activity or duration (US); target=IGF-1R; highest_stage=Approved US; status=FDA approved 2026-06-26; tier=Comparator; evidence_confidence=High for TED.,complete_asset_inventory_row,TED regardless of activity or duration (US),NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Approved US | FDA approved 2026-06-26 | High for TED,structured inventory fields,230; 373; 726; 727; 829; 845; 852; 859,https://doi.org/10.1016/j.ophtha.2026.04.022; https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761530Orig1s000lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2026/761530Orig1s000ltr.pdf; https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026; https://clinicaltrials.gov/study/NCT05176639; https://clinicaltrials.gov/study/NCT06021054; https://clinicaltrials.gov/study/NCT06179875; https://clinicaltrials.gov/study/NCT06384547,CANONICAL:pipeline_assets_v2.csv::asset=Veligrotug (Lumvoa);row_sha256=499589f3bf08bfc18cca9d333f0d33ab24e528c4c1018bbbb58956ef4d7bc0af,Structured metadata and abstract | Acquired and hash-verified source document (application/pdf) | Acquired and hash-verified source document (text/html; charset=UTF-8) | Frozen full protocol and posted-results record,B0 scholarly discovery metadata; claim-level appraisal required | A1 regulator | A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Veligrotug (Lumvoa),8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,171,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0010 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
ASSET-046,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=249,1,"VRDN-003: indication=Active moderate-to-severe TED; Chronic/inactive TED; TED, any CAS / mixed activity; target=IGF-1R; highest_stage=Highest registered phase: PHASE3; status=Registered statuses: ACTIVE_NOT_RECRUITING; COMPLETED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).",complete_asset_inventory_row,"Active moderate-to-severe TED; Chronic/inactive TED; TED, any CAS / mixed activity",NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE3 | Registered statuses: ACTIVE_NOT_RECRUITING; COMPLETED | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,871; 872; 877; 889; 891,https://clinicaltrials.gov/study/NCT06625398; https://clinicaltrials.gov/study/NCT06625411; https://clinicaltrials.gov/study/NCT06812325; https://clinicaltrials.gov/study/NCT07155668; https://clinicaltrials.gov/study/NCT07211776,CANONICAL:pipeline_assets_v2.csv::asset=VRDN-003;row_sha256=d1992a3af28d79aee6cdac2e67c7c62748e60c641ad556f2c23dd39fd14e98db,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=VRDN-003,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,172,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0141 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
ASSET-047,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=250,1,WP1302: indication=GD / autoimmune hyperthyroidism; target=TSHR-reactive T cells; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: SUSPENDED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: SUSPENDED | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,854,https://clinicaltrials.gov/study/NCT06240455,CANONICAL:pipeline_assets_v2.csv::asset=WP1302;row_sha256=f4c0ec8eb4a9fff3296c8a224c3aa1d8037178cfc637b3d7cec69f3ae6c5ad7e,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=WP1302,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,173,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0022 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
ASSET-048,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=251,1,ZB001: indication=TED; target=IGF-1R; highest_stage=Phase 1/2; status=Clinical; tier=Comparator; evidence_confidence=Low.,complete_asset_inventory_row,TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 1/2 | Clinical | Low,structured inventory fields,841,https://clinicaltrials.gov/study/NCT05776121,CANONICAL:pipeline_assets_v2.csv::asset=ZB001;row_sha256=b666affa9e4975beb600f3233be5aa37af39e674649a130638d3c60e85cdb790,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=ZB001,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,174,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0198 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
ASSET-SUMMARY-TARGET-UNKNOWN,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=198,1,"Publicly or registry-unverified target label을 가진 asset 4개도 inventory에 유지했다: KHN939, SCTT11, Technetium-99 methylene diphosphonate (99Tc-MDP), Unspecified immunosuppressive agent.",internal_asset_retention_count,48-asset canonical inventory,NA (no comparator),target-unknown or registry-unspecified retention,NA (not timepoint-specific),4,assets,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:pipeline_assets_v2.csv::field=target startswith 'Not ',Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"Claim is bounded to the cited canonical evidence and does not exceed its population, endpoint, or timepoint.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,field=target startswith 'Not ',8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,175,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0162 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
ASSET-SUMMARY-TIERS,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=197,1,"Asset tier 분포는 Core 5, Core-adjacent 1, Comparator 5, Adjacent 6, Watchlist 3, Completeness 28였다.",internal_asset_tier_count,48-asset canonical inventory,NA (no comparator),core_adjacent_tier distribution,NA (not timepoint-specific),"{""Adjacent"": 6, ""Comparator"": 5, ""Completeness"": 28, ""Core"": 5, ""Core-adjacent"": 1, ""Watchlist"": 3}",assets,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:pipeline_assets_v2.csv::field=core_adjacent_tier,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"Claim is bounded to the cited canonical evidence and does not exceed its population, endpoint, or timepoint.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,field=core_adjacent_tier,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,176,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0127 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
POTENTIAL-01,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=188,1,LCA-0321: hypothesis-weighted R&D potential=2.35/3; evidence confidence=Low.,internal_rd_potential_confidence,GD; TED,NA (no comparator),R&D potential and evidence confidence,NA (not timepoint-specific),2.35,0–3 hypothesis-weighted score,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::asset=LCA-0321;fields=weighted_potential_0_3,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Values are copied from the canonical analytic table and explicitly separated; the score is not a probability or cross-trial efficacy ranking.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"asset=LCA-0321;fields=weighted_potential_0_3,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,177,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0067 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
POTENTIAL-02,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=189,1,MER511: hypothesis-weighted R&D potential=2.75/3; evidence confidence=Low–moderate.,internal_rd_potential_confidence,GD; potential TED,NA (no comparator),R&D potential and evidence confidence,NA (not timepoint-specific),2.75,0–3 hypothesis-weighted score,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::asset=MER511;fields=weighted_potential_0_3,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Values are copied from the canonical analytic table and explicitly separated; the score is not a probability or cross-trial efficacy ranking.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"asset=MER511;fields=weighted_potential_0_3,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,178,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0185 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
POTENTIAL-03,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=190,1,GenSci098 / YB-101: hypothesis-weighted R&D potential=2.05/3; evidence confidence=Moderate.,internal_rd_potential_confidence,GD,NA (no comparator),R&D potential and evidence confidence,NA (not timepoint-specific),2.05,0–3 hypothesis-weighted score,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;fields=weighted_potential_0_3,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Values are copied from the canonical analytic table and explicitly separated; the score is not a probability or cross-trial efficacy ranking.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"asset=GenSci098 / YB-101;fields=weighted_potential_0_3,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,179,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0066 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
POTENTIAL-04,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=191,1,K1-70: hypothesis-weighted R&D potential=2.05/3; evidence confidence=Moderate.,internal_rd_potential_confidence,GD; TED,NA (no comparator),R&D potential and evidence confidence,NA (not timepoint-specific),2.05,0–3 hypothesis-weighted score,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::asset=K1-70;fields=weighted_potential_0_3,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Values are copied from the canonical analytic table and explicitly separated; the score is not a probability or cross-trial efficacy ranking.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"asset=K1-70;fields=weighted_potential_0_3,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,180,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0125 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
POTENTIAL-05,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=192,1,ATX-GD-59: hypothesis-weighted R&D potential=2.5/3; evidence confidence=Low–moderate.,internal_rd_potential_confidence,GD,NA (no comparator),R&D potential and evidence confidence,NA (not timepoint-specific),2.5,0–3 hypothesis-weighted score,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;fields=weighted_potential_0_3,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Values are copied from the canonical analytic table and explicitly separated; the score is not a probability or cross-trial efficacy ranking.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"asset=ATX-GD-59;fields=weighted_potential_0_3,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,181,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0082 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
POTENTIAL-06,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=193,1,IBI3031: hypothesis-weighted R&D potential=1.6/3; evidence confidence=Low.,internal_rd_potential_confidence,TED,NA (no comparator),R&D potential and evidence confidence,NA (not timepoint-specific),1.6,0–3 hypothesis-weighted score,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=weighted_potential_0_3,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Values are copied from the canonical analytic table and explicitly separated; the score is not a probability or cross-trial efficacy ranking.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"asset=IBI3031;fields=weighted_potential_0_3,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,182,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0104 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
RND-FRAME-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=184,1,"R&D potential은 driver proximity, potential durability, selectivity, translational/PD tractability, developability를 합성한 hypothesis-weighted 0–3 score이며 임상 성공 확률, 투자 등급 또는 cross-trial efficacy ranking이 아니다.",internal_rd_scoring_definition,Scored direct-program assets,NA (no comparator),R&D score definition and interpretation boundary,2026-09-10 data cut or prospective monitoring,"R&D potential은 driver proximity, potential durability, selectivity, translational/PD tractability, developability를 합성한 hypothesis-weighted 0–3 score이며 임상 성공 확률, 투자 등급 또는 cross-trial efficacy ranking이 아니다.",narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::fields=potential_driver_specificity_0_3,potential_durability_0_3,potential_selectivity_0_3,potential_translatability_0_3,potential_developability_0_3,weighted_potential_0_3,r_and_d_score_scope",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"fields=potential_driver_specificity_0_3,potential_durability_0_3,potential_selectivity_0_3,potential_translatability_0_3,potential_developability_0_3,weighted_potential_0_3,r_and_d_score_scope",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,183,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0099 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
ASSET-RENDER-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=200,1,Complete asset inventory의 각 row는 canonical table에서 직접 렌더링한다; stage/status는 data cut source state이고 tier/evidence confidence는 efficacy ranking이 아니다.,internal_asset_rendering_boundary,48-asset canonical inventory,NA (no comparator),row rendering and interpretation boundary,2026-09-10 data cut or prospective monitoring,Complete asset inventory의 각 row는 canonical table에서 직접 렌더링한다; stage/status는 data cut source state이고 tier/evidence confidence는 efficacy ranking이 아니다.,narrative,NA (internal canonical evidence),NA (no external source URL required),"CANONICAL:pipeline_assets_v2.csv::all 48 rows | fields=highest_stage,status,core_adjacent_tier,evidence_confidence",Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,"all 48 rows; fields=highest_stage,status,core_adjacent_tier,evidence_confidence",8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,184,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0196 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
POP-PEDIATRIC-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=255,1,"Pediatrics는 adult primary pathway와 분리하고 remission assumptions, RAI age/dose constraints 및 prolonged ATD strategy를 별도 기록한다.",analytical_population_boundary,Pediatric GD/TED,NA (no comparator),pediatric pathway separation,2026-09-10 data cut or prospective monitoring,"Pediatrics는 adult primary pathway와 분리하고 remission assumptions, RAI age/dose constraints 및 prolonged ATD strategy를 별도 기록한다.",narrative,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:soc_outcomes_v2.csv::category=Pediatric GD across five regions,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,"The statement is explicitly analytical, methodological, or a bounded limitation derived from the canonical artifact.",support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,category=Pediatric GD across five regions,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,185,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0036 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
