resolution_id,artifact,artifact_type,location,raw_citation,source_id,resolution_status,reference_occurrence_count,reference_title,data_cut,schema_version
CIT-FINAL-01137,report_graves_ted_landscape_v2.md,Markdown,line=227,[850],850,resolved,1,"A Multicenter, Extension Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Two Doses of Linsitinib in Subjects With Active, Moderate to Severe Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01138,report_graves_ted_landscape_v2.md,Markdown,line=227,[919],919,resolved,1,"A Phase 3, Randomized, Double-mask, Placebo-controlled Study With Open-label Extension to Evaluate the Efficacy and Safety of Linsitinib in Participants With Moderate to Severe Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01139,report_graves_ted_landscape_v2.md,Markdown,line=228,[840],840,resolved,1,"A Phase 1/2, Adaptive, Multiple Dose Ranging Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Clinical Efficacy of Lonigutamab in Subjects With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01140,report_graves_ted_landscape_v2.md,Markdown,line=229,[868],868,resolved,1,"Interventional, Open-label, Single-group, Long-term Follow-up Trial of Lu AG22515 in Patients With Moderate-to-severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01141,report_graves_ted_landscape_v2.md,Markdown,line=230,[6],6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-01142,report_graves_ted_landscape_v2.md,Markdown,line=230,[7],7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-01143,report_graves_ted_landscape_v2.md,Markdown,line=230,[8],8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01144,report_graves_ted_landscape_v2.md,Markdown,line=230,[898],898,resolved,1,"A Phase 1, First-in-Human, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Intravenous and Subcutaneous Administration of MER511 in Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-01145,report_graves_ted_landscape_v2.md,Markdown,line=231,[459],459,resolved,1,MHB018A Treatment in Patients With Active Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01146,report_graves_ted_landscape_v2.md,Markdown,line=231,[460],460,resolved,1,"Treatment of Active Thyroid Eye Disease With MHB018A in a Randomized, Placebo-Controlled Study",2026-09-10,2.0.0
CIT-FINAL-01147,report_graves_ted_landscape_v2.md,Markdown,line=231,[461],461,resolved,1,MHB018A shows clinical activity in active and chronic thyroid eye disease - touchOPHTHALMOLOGY,2026-09-10,2.0.0
CIT-FINAL-01148,report_graves_ted_landscape_v2.md,Markdown,line=231,[881],881,resolved,1,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection in Subjects With Active Moderate-to-Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-01149,report_graves_ted_landscape_v2.md,Markdown,line=231,[892],892,resolved,1,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection in Subjects With Chronic Moderate-to-Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-01150,report_graves_ted_landscape_v2.md,Markdown,line=231,[894],894,resolved,1,"A Phase III, Multicenter, Open-Label Extension Study to Evaluate the Efficacy and Safety of MHB018A Injection in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01151,report_graves_ted_landscape_v2.md,Markdown,line=231,[910],910,resolved,1,"A Phase III, Multicenter, Open-Label Extension Study to Evaluate the Efficacy and Safety of MHB018A Injection in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01152,report_graves_ted_landscape_v2.md,Markdown,line=231,[911],911,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection Treatment in Subjects With Active Moderate to Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-01153,report_graves_ted_landscape_v2.md,Markdown,line=231,[912],912,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection Treatment in Subjects With Chronic Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01154,report_graves_ted_landscape_v2.md,Markdown,line=232,[404],404,resolved,1,An Efficacy and Safety Study of NTB003 in Participants With Thyroid Eye Disease (TED),2026-09-10,2.0.0
CIT-FINAL-01155,report_graves_ted_landscape_v2.md,Markdown,line=232,[495],495,resolved,1,Biocytogen and Nanjing Chia Tai Tianqing Announce IND Approval in China for Co-Developed Anti-IGF-1R Antibody NTB003 (BCG009),2026-09-10,2.0.0
CIT-FINAL-01156,report_graves_ted_landscape_v2.md,Markdown,line=232,[904],904,resolved,1,"A Phase Ib/II, Efficacy and Safety Study of NTB003 in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01157,report_graves_ted_landscape_v2.md,Markdown,line=233,[767],767,resolved,1,"A Randomised, Comparator Controlled, Two Part, Open-label Study to Evaluate the Safety, Tolerability and Pharmacodynamics of Multiple Doses of Otelixizumab in Patients With Thyroid Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-01158,report_graves_ted_landscape_v2.md,Markdown,line=234,[830],830,resolved,1,"Single-centre, Safety and Efficacy, Open-label Study Evaluating Antithymocyte Globulin Treatment in Subjects With Graves Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-01159,report_graves_ted_landscape_v2.md,Markdown,line=235,[880],880,resolved,1,An Open-label Phase 2 Study to Investigate the Efficacy and Safety of Rilzabrutinib in Adult Participants With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-01160,report_graves_ted_landscape_v2.md,Markdown,line=236,[755],755,resolved,1,B Cell Depletion With the Anti-CD20 Monoclonal Antibody Rituximab in the Treatment of Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-01161,report_graves_ted_landscape_v2.md,Markdown,line=236,[760],760,resolved,1,Rituximab Treatment of Graves' Dysthyroid Ophthalmopathy Phase I/II,2026-09-10,2.0.0
CIT-FINAL-01162,report_graves_ted_landscape_v2.md,Markdown,line=236,[762],762,resolved,1,Phase 2/3 Study of Rituximab for Graves' Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-01163,report_graves_ted_landscape_v2.md,Markdown,line=236,[791],791,resolved,1,Rituximab (RTX) Therapy in Steroid Resistant Patients or Patients Relapsing After Intravenous Steroids With Active TAO,2026-09-10,2.0.0
CIT-FINAL-01164,report_graves_ted_landscape_v2.md,Markdown,line=237,[675],675,resolved,1,Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials,2026-09-10,2.0.0
CIT-FINAL-01165,report_graves_ted_landscape_v2.md,Markdown,line=237,[699],699,resolved,1,Primary Results of the Phase-3 SatraGO-1 and SatraGO 2 Trials: Efficacy and Safety of Satralizumab▼ in Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01166,report_graves_ted_landscape_v2.md,Markdown,line=237,[701],701,resolved,1,"FDA grants Priority Review to Roche’s Enspryng, the first and only at-home subcutaneous treatment option for thyroid eye disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01167,report_graves_ted_landscape_v2.md,Markdown,line=237,[844],844,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01168,report_graves_ted_landscape_v2.md,Markdown,line=237,[849],849,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01169,report_graves_ted_landscape_v2.md,Markdown,line=238,[876],876,resolved,1,"A Multicentre, Randomized, Double-blinded, Placebo-controlled Phase I/II Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SCTT11 in Healthy Participants and Participants with Moderate-to-severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01170,report_graves_ted_landscape_v2.md,Markdown,line=239,[819],819,resolved,1,"A Two-year Multi-center Phase 3 Study to Investigate the Efficacy and Safety of Secukinumab in Adult Patients With Active, Moderate to Severe Thyroid Eye Disease (ORBIT), With a Randomized, Parallel-group, Double-blind, Placebo-controlled, 16-week Treatment Period, and a Follow-up/Retreatment Period",2026-09-10,2.0.0
CIT-FINAL-01171,report_graves_ted_landscape_v2.md,Markdown,line=240,[833],833,resolved,1,"A Single-arm, Open-label, Prospective Phase II Study to Evaluate the Efficacy and Safety of SHR-1314 by Subcutaneous Injection in Active Moderate to Severe Graves' Orbitopathy Patients",2026-09-10,2.0.0
CIT-FINAL-01172,report_graves_ted_landscape_v2.md,Markdown,line=241,[818],818,resolved,1,"A Phase II, Randomized, Superiority, Adaptive, Open-label, Single-center, Clinical Trial to Evaluate the Efficacy of Sirolimus (Rapamycin) in Patients With Graves' Disease and Moderate-to-severe and Active Graves' Orbitopathy (GO)",2026-09-10,2.0.0
CIT-FINAL-01173,report_graves_ted_landscape_v2.md,Markdown,line=241,[822],822,resolved,1,Prospective Comparison of Sirolimus Against Corticosteroids in Treatment of Patients With Active Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01174,report_graves_ted_landscape_v2.md,Markdown,line=241,[839],839,resolved,1,"Efficacy and Safety Evaluation of Rapamycin Combined With Methylprednisolone in the Treatment of Hyperthyroidism Exophthalmos: A Randomized, Controlled, Multicenter Clinical Trial.",2026-09-10,2.0.0
CIT-FINAL-01175,report_graves_ted_landscape_v2.md,Markdown,line=242,[814],814,resolved,1,"A Double-masked, Methylprednisolone-control, Efficacy and Safety Study of 99Tc-MDP for Thyroid Associated Ophthalmopathy.",2026-09-10,2.0.0
CIT-FINAL-01176,report_graves_ted_landscape_v2.md,Markdown,line=243,[190],190,resolved,1,Efficacy and Safety of Teprotumumab in Patients With Thyroid Eye Disease of Long Duration and Low Disease Activity,2026-09-10,2.0.0
CIT-FINAL-01177,report_graves_ted_landscape_v2.md,Markdown,line=243,[191],191,resolved,1,"Teprotumumab Efficacy, Safety and Durability in Longer Duration Thyroid Eye Disease and Retreatment: Optic-X Study.",2026-09-10,2.0.0
CIT-FINAL-01178,report_graves_ted_landscape_v2.md,Markdown,line=243,[274],274,resolved,1,TEPEZZA (teprotumumab-trbw) Prescribing Information — original 2020 label,2026-09-10,2.0.0
CIT-FINAL-01179,report_graves_ted_landscape_v2.md,Markdown,line=243,[780],780,resolved,1,"A Multicenter, Double-Masked, Placebo-Controlled, Efficacy And Safety Study Of RV 001, An Insulin-Like Growth Factor-1 Receptor (IGF-1R) Antagonist Antibody (Fully Human), Administered Every 3 Weeks (q3W) By Intravenous (IV) Infusion In Patients Suffering From Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01180,report_graves_ted_landscape_v2.md,Markdown,line=243,[807],807,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Parallel-Group, Multicenter Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01181,report_graves_ted_landscape_v2.md,Markdown,line=243,[809],809,resolved,1,"Multicenter, Safety and Efficacy, Open-Label Extension Study Evaluating Teprotumumab (HZN-001) Treatment in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01182,report_graves_ted_landscape_v2.md,Markdown,line=243,[817],817,resolved,1,"A Phase 4, Randomized, Double-masked, Placebo-controlled, Multicenter Trial to Evaluate the Efficacy and Safety of TEPEZZA® in Treating Patients With Chronic (Inactive) Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01183,report_graves_ted_landscape_v2.md,Markdown,line=243,[823],823,resolved,1,"A Phase 3b/4, Double-masked, Randomized, International, Parallel-assignment, Multicenter Trial in Patients With Thyroid Eye Disease to Evaluate the Safety and Tolerability of Different Dosing Durations of Teprotumumab",2026-09-10,2.0.0
CIT-FINAL-01184,report_graves_ted_landscape_v2.md,Markdown,line=243,[855],855,resolved,1,"A Phase 3, Randomized, Double-masked, Placebo-controlled, Parallel-group, Multicenter Trial to Evaluate the Efficacy, Safety and Tolerability of Subcutaneous Teprotumumab in Participants With Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01185,report_graves_ted_landscape_v2.md,Markdown,line=243,[860],860,resolved,1,"A Phase 1b, Open-label, Multicenter Trial to Evaluate the Pharmacokinetics, Safety, and Tolerability of Two Formulations of a Single Subcutaneous Dose of Teprotumumab Followed by Multiple Intravenous Doses of TEPEZZA in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01186,report_graves_ted_landscape_v2.md,Markdown,line=243,[869],869,resolved,1,"A Phase 1, Open-Label, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of TEPEZZA Subcutaneous Administration in Healthy Adult Subjects",2026-09-10,2.0.0
CIT-FINAL-01187,report_graves_ted_landscape_v2.md,Markdown,line=243,[873],873,resolved,1,"A Phase 1, Open-label, Single-dose Trial to Evaluate the Pharmacokinetics, Safety and Tolerability of Teprotumumab (High-concentration Formulation) Subcutaneous Administration in Healthy Adult Non-Japanese and Japanese Volunteers",2026-09-10,2.0.0
CIT-FINAL-01188,report_graves_ted_landscape_v2.md,Markdown,line=243,[885],885,resolved,1,"A Phase 1, Randomized, Placebo-controlled, Double-blind, Single-dose Study to Evaluate Pharmacokinetics, Safety, and Tolerability of Teprotumumab (AMG 632) Administered Intravenously in Healthy Chinese Participants",2026-09-10,2.0.0
CIT-FINAL-01189,report_graves_ted_landscape_v2.md,Markdown,line=243,[895],895,resolved,1,"A Multicenter, Randomized, Open-Label, Active-Controlled Phase IV Clinical Study to Evaluate the Efficacy and Safety of Teprotumumab N01 in the Treatment of Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01190,report_graves_ted_landscape_v2.md,Markdown,line=243,[899],899,resolved,1,A Comparative Study of Shortened (4-Infusion) Versus Standard (8-Infusion) Teprotumumab Regimens in Patients With Thyroid Eye Disease (TED) Exhibiting an Early Optimal Clinical Response,2026-09-10,2.0.0
CIT-FINAL-01191,report_graves_ted_landscape_v2.md,Markdown,line=243,[907],907,resolved,1,"A Single-Center, Prospective, Randomized, Open-Label, Parallel-Group Study Comparing Sequential Teprotumumab N01 With Intravenous Methylprednisolone After Urgent Orbital Decompression in Patients With Dysthyroid Optic Neuropathy",2026-09-10,2.0.0
CIT-FINAL-01192,report_graves_ted_landscape_v2.md,Markdown,line=244,[772],772,resolved,1,"Clinical Trial Phase III, Parallel Group, Randomized, Placebo-controlled, Double-blind, Multicenter Study to Evaluate the Efficacy and Safety of Tocilizumab Administration in Patients With Moderate-to-severe or Sight-threatening Graves' Ophthalmopathy (GO), That Had Not Responded Adequately to Treatment With Intravenous Corticoid Pulses.",2026-09-10,2.0.0
CIT-FINAL-01193,report_graves_ted_landscape_v2.md,Markdown,line=244,[821],821,resolved,1,"Multicenter, Randomized, Observer-blind, Controlled Study of the Anti-IL-6 Receptor Antibody Tocilizumab (TCZ) or Methylprednisolone (MP) Treatment in Patients With Active Moderate-severe Graves' Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-01194,report_graves_ted_landscape_v2.md,Markdown,line=244,[847],847,resolved,1,Efficacy and Safety of Tocilizumab for Patients With Thyroid-associated Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-01195,report_graves_ted_landscape_v2.md,Markdown,line=244,[878],878,resolved,1,Clinical Study on the Combined Use of Tocilizumab and Flupentixol-Melitracen in the Treatment of Thyroid-Associated Ophthalmopathy: A Prospective Exploratory Study,2026-09-10,2.0.0
CIT-FINAL-01196,report_graves_ted_landscape_v2.md,Markdown,line=245,[905],905,resolved,1,"A Single-Arm, Open-Label, Exploratory Study of Tofacitinib in Patients With Glucocorticoid-Resistant or Intolerant Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01197,report_graves_ted_landscape_v2.md,Markdown,line=246,[848],848,resolved,1,"A Multicenter Phase 2b Randomized, Double-Masked, Placebo-Controlled Dose-Ranging Study of TOUR006 in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01198,report_graves_ted_landscape_v2.md,Markdown,line=247,[826],826,resolved,1,A Multi-model Image of Immunosuppressive Agents in Thyroid Associated Ophthalmopathy.,2026-09-10,2.0.0
CIT-FINAL-01199,report_graves_ted_landscape_v2.md,Markdown,line=248,[230],230,resolved,1,THRIVE,2026-09-10,2.0.0
CIT-FINAL-01200,report_graves_ted_landscape_v2.md,Markdown,line=248,[373],373,resolved,1,LUMVOA (veligrotug-vvze) Prescribing Information,2026-09-10,2.0.0
CIT-FINAL-01201,report_graves_ted_landscape_v2.md,Markdown,line=248,[726],726,resolved,1,BLA 761530 approval letter for LUMVOA,2026-09-10,2.0.0
CIT-FINAL-01202,report_graves_ted_landscape_v2.md,Markdown,line=248,[727],727,resolved,1,Novel Drug Approvals for 2026,2026-09-10,2.0.0
CIT-FINAL-01203,report_graves_ted_landscape_v2.md,Markdown,line=248,[829],829,resolved,1,"A Safety, Tolerability, and Efficacy Study of Veligrotug, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-01204,report_graves_ted_landscape_v2.md,Markdown,line=248,[845],845,resolved,1,"A Randomized, Double-masked, Placebo-controlled Safety, Tolerability, and Efficacy Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Chronic Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01205,report_graves_ted_landscape_v2.md,Markdown,line=248,[852],852,resolved,1,An Open-label Study for Participants Who Are Non-responders at the End of Treatment Assessment on the VRDN-001-101 and VRDN-001-301 Pivotal Studies,2026-09-10,2.0.0
CIT-FINAL-01206,report_graves_ted_landscape_v2.md,Markdown,line=248,[859],859,resolved,1,"A Randomized, Controlled, Safety and Tolerability Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01207,report_graves_ted_landscape_v2.md,Markdown,line=249,[871],871,resolved,1,"REVEAL-2 - A Phase 3, Randomized, Double-masked, Placebo-controlled, Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Chronic Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01208,report_graves_ted_landscape_v2.md,Markdown,line=249,[872],872,resolved,1,"REVEAL-1 - A Phase 3, Randomized, Double-masked, Placebo-controlled, Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01209,report_graves_ted_landscape_v2.md,Markdown,line=249,[877],877,resolved,1,"A Randomized, Double-masked, Controlled, Safety and Tolerability Study of VRDN-003 in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01210,report_graves_ted_landscape_v2.md,Markdown,line=249,[889],889,resolved,1,"A Randomized, Open-label Study Evaluating the Safety, Tolerability and Pharmacokinetics of VRDN-003 Administered Subcutaneously in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01211,report_graves_ted_landscape_v2.md,Markdown,line=249,[891],891,resolved,1,"A Multicenter, Double-blinded, Randomized, Placebo Controlled Phase 3 Trial to Evaluate the Efficacy and Safety of ZL-1109 in Chinese Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01212,report_graves_ted_landscape_v2.md,Markdown,line=250,[854],854,resolved,1,"A Double-blind, Placebo-controlled, Phase 2 Dose-range Study to Assess the Efficacy and Safety of WP1302 in Preventing Disease Relapse Following Methimazole Withdrawal in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-01213,report_graves_ted_landscape_v2.md,Markdown,line=251,[841],841,resolved,1,A Multiple Ascending Doses Study of ZB001 in Chinese Patients With Thyroid-Associated Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-01214,report_graves_ted_landscape_v2.md,Markdown,line=263,[1],1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-01215,report_graves_ted_landscape_v2.md,Markdown,line=263,[2],2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-01216,report_graves_ted_landscape_v2.md,Markdown,line=263,[6],6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-01217,report_graves_ted_landscape_v2.md,Markdown,line=263,[7],7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-01218,report_graves_ted_landscape_v2.md,Markdown,line=263,[8],8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01219,report_graves_ted_landscape_v2.md,Markdown,line=270,[728],728,resolved,1,TEPEZZA (teprotumumab-trbw) current prescribing information,2026-09-10,2.0.0
CIT-FINAL-01220,report_graves_ted_landscape_v2.md,Markdown,line=270,[729],729,resolved,1,Tepezza EPAR,2026-09-10,2.0.0
CIT-FINAL-01221,report_graves_ted_landscape_v2.md,Markdown,line=270,[731],731,resolved,1,MHRA approves teprotumumab as the first UK treatment for adults with moderate-to-severe TED,2026-09-10,2.0.0
CIT-FINAL-01222,report_graves_ted_landscape_v2.md,Markdown,line=270,[735],735,resolved,1,Tepezza deliberation and review report,2026-09-10,2.0.0
CIT-FINAL-01223,report_graves_ted_landscape_v2.md,Markdown,line=270,[780],780,resolved,1,"A Multicenter, Double-Masked, Placebo-Controlled, Efficacy And Safety Study Of RV 001, An Insulin-Like Growth Factor-1 Receptor (IGF-1R) Antagonist Antibody (Fully Human), Administered Every 3 Weeks (q3W) By Intravenous (IV) Infusion In Patients Suffering From Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-01224,report_graves_ted_landscape_v2.md,Markdown,line=271,[1],1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-01225,report_graves_ted_landscape_v2.md,Markdown,line=271,[2],2,resolved,1,Graves Disease · Phase I (2025-524053-14-00) | CTIS.eu,2026-09-10,2.0.0
CIT-FINAL-01226,report_graves_ted_landscape_v2.md,Markdown,line=271,[6],6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-01227,report_graves_ted_landscape_v2.md,Markdown,line=271,[7],7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-01228,report_graves_ted_landscape_v2.md,Markdown,line=271,[8],8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01229,report_graves_ted_landscape_v2.md,Markdown,line=271,[898],898,resolved,1,"A Phase 1, First-in-Human, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Intravenous and Subcutaneous Administration of MER511 in Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-01230,plan2.md,Markdown,line=71,[1],1,resolved,1,Programs - Lycia Therapeutics,2026-09-10,2.0.0
CIT-FINAL-01231,plan2.md,Markdown,line=71,[6],6,resolved,1,Pipeline & Programs - Merida Biosciences,2026-09-10,2.0.0
CIT-FINAL-01232,plan2.md,Markdown,line=71,[7],7,resolved,1,NEXUS Study: A Study to Test Single and Multiple Doses of MER511 Given to Adults With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-01233,plan2.md,Markdown,line=71,[8],8,resolved,1,OR31-05 Specific and Deep Depletion of anti-TSHR Autoantibodies for the Treatment of Graves’ and Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-01234,plan2.md,Markdown,line=71,[274],274,resolved,1,TEPEZZA (teprotumumab-trbw) Prescribing Information — original 2020 label,2026-09-10,2.0.0
CIT-FINAL-01235,plan2.md,Markdown,line=71,[422],422,resolved,1,IL-11 receptor is a novel target for drug development with pharmacological activity in fibro-inflammatory disease | Scientific Reports,2026-09-10,2.0.0
CIT-FINAL-01236,plan2.md,Markdown,line=71,[444],444,resolved,1,Expanded Access Policy,2026-09-10,2.0.0
CIT-FINAL-01237,plan2.md,Markdown,line=71,[445],445,resolved,1,"GenSci098 Receives FDA Fast Track Designation and Advances into Phase 2 Clinical Trials-Press Releases-Changchun GeneScience Pharmaceuticals Co., Ltd.",2026-09-10,2.0.0
CIT-FINAL-01238,plan2.md,Markdown,line=71,[483],483,resolved,1,WP 1302 - AdisInsight,2026-09-10,2.0.0
CIT-FINAL-01239,plan2.md,Markdown,line=71,[521],521,resolved,1,IL-11 receptor is a novel target for drug development with pharmacological activity in fibro-inflammatory disease — article PDF,2026-09-10,2.0.0
CIT-FINAL-01240,plan2.md,Markdown,line=71,[541],541,resolved,1,GenSci098,2026-09-10,2.0.0
CIT-FINAL-01241,plan2.md,Markdown,line=71,[564],564,resolved,1,"UCB to acquire Candid Therapeutics, building upon its existing immunology pipeline with novel T-cell engagers | UCB",2026-09-10,2.0.0
CIT-FINAL-01242,plan2.md,Markdown,line=71,[619],619,resolved,1,NCT07622368,2026-09-10,2.0.0
CIT-FINAL-01243,plan2.md,Markdown,line=71,[645],645,resolved,1,"UCB completes acquisition of Candid Therapeutics, strengthening next generation immunology pipeline | UCB",2026-09-10,2.0.0
CIT-FINAL-01244,plan2.md,Markdown,line=71,[672],672,resolved,1,Tepezza: First Drug for Thyroid Eye Disease | BioPharma.News,2026-09-10,2.0.0
CIT-FINAL-01245,plan2.md,Markdown,line=71,[675],675,resolved,1,Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials,2026-09-10,2.0.0
CIT-FINAL-01246,plan2.md,Markdown,line=71,[678],678,resolved,1,THRIVE-2 phase 3 trial of Veligrotug (VRDN-001) in chronic thyroid eye disease (TED): efficacy and safety at 15 weeks,2026-09-10,2.0.0
CIT-FINAL-01247,plan2.md,Markdown,line=71,[679],679,resolved,1,OR31-07 THRIVE-2 Phase 3 Trial of Veligrotug (VRDN-001) in Chronic Thyroid Eye Disease (TED): Efficacy and Safety at 15 Weeks,2026-09-10,2.0.0
CIT-FINAL-01248,plan2.md,Markdown,line=71,[683],683,resolved,1,OR31-08 The FcRn Inhibitor Batoclimab Rapidly Normalizes Thyroid Function and Improves Clinical Outcomes in Graves’ Disease,2026-09-10,2.0.0
CIT-FINAL-01249,plan2.md,Markdown,line=71,[710],710,resolved,1,VRDN-001-302,2026-09-10,2.0.0
CIT-FINAL-01250,plan2.md,Markdown,line=71,[711],711,resolved,1,Statistical Analysis Plan,2026-09-10,2.0.0
