raw_occurrence_id,trial_id,registry_intervention_type,raw_intervention,raw_other_names,raw_description,raw_arm_labels,component_index,canonical_asset,aliases,role,asset_scope,target,mechanism_class,pipeline_inclusion,exclusion_reason,source_id,mapping_confidence,manual_review_status
NCT06226545-277,NCT06226545,DRUG,LASN01,High-dose LASN01,High dose of LASN01 will be administered intravenously.,"Open-label high dose LASN01 (post-teprotumumab, US only)",1,LASN01,High-dose LASN01,active/intervention,pipeline/approved asset,IL-11R,IL-11R blockade,Yes,NA (included),ClinicalTrials.gov; NCT06226545,high,PASS_CURATED_RULE
NCT06240455-011,NCT06240455,DRUG,WP1302,NR (none reported),"Each arm will be treated with methimazole. During the MMI tapering period, commences the MMI weaning by reducing the original dosage by 50%. This adjusted dose is to be administered over a two-week duration. Continue this dose reduction in the subsequent 2-week durations until achieving a dose of 2.5 mg/day or lower. Upon reaching this threshold, MMI is to be discontinued (withdrawal).",WP1302 1200μg | WP1302 400μg | WP1302 800μg,1,WP1302,NR (no additional alias),active/intervention,pipeline/approved asset,TSHR-reactive T cells,TSHR antigen-specific tolerance,Yes,NA (included),ClinicalTrials.gov; NCT06240455,high,PASS_CURATED_RULE
NCT06240455-012,NCT06240455,DRUG,WP1302 placebo,NR (none reported),"Each arm will be treated with methimazole. During the MMI tapering period, commences the MMI weaning by reducing the original dosage by 50%. This adjusted dose is to be administered over a two-week duration. Continue this dose reduction in the subsequent 2-week durations until achieving a dose of 2.5 mg/day or lower. Upon reaching this threshold, MMI is to be discontinued (withdrawal).",WP1302 Placebo,1,Placebo,WP1302 placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06240455,high,PASS_CURATED_RULE
NCT06240455-013,NCT06240455,COMBINATION_PRODUCT,methimazole,NR (none reported),"Each arm will be treated with methimazole. During the MMI tapering period, commences the MMI weaning by reducing the original dosage by 50%. This adjusted dose is to be administered over a two-week duration. Continue this dose reduction in the subsequent 2-week durations until achieving a dose of 2.5 mg/day or lower. Upon reaching this threshold, MMI is to be discontinued (withdrawal).",WP1302 1200μg | WP1302 400μg | WP1302 800μg | WP1302 Placebo,1,Methimazole / antithyroid drug,methimazole,standard of care,standard of care,Thyroid peroxidase,Antithyroid drug,No,Managed in SoC table,ClinicalTrials.gov; NCT06240455,high,PASS_CURATED_RULE
NCT06248619-286,NCT06248619,BIOLOGICAL,Teprotumumab,NR (none reported),SC injection,Teprotumumab,1,Teprotumumab,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06248619,high,PASS_CURATED_RULE
NCT06248619-287,NCT06248619,OTHER,Placebo,NR (none reported),SC injection,Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06248619,high,PASS_CURATED_RULE
NCT06269393-223,NCT06269393,DRUG,Placebo,NR (none reported),"Placebo group: 10 mg/kg of placebo on Day 1, followed by 20 mg/kg, q3W of placebo for the following 3 infusions.10 mg/kg of IBI311 at Week 12, followed by 20 mg/kg, q3W of IBI311 for the remaining 3 infusions.",Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06269393,high,PASS_CURATED_RULE
NCT06269393-224,NCT06269393,DRUG,IBI311,NR (none reported),"IBI311 group: 10 mg/kg of IBI311 on Day 1, followed by 20 mg/kg, q3W of IBI311 for the remaining 7 infusions; .",IBI311,1,IBI311,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06269393,high,PASS_CURATED_RULE
NCT06307613-229,NCT06307613,COMBINATION_PRODUCT,Efgartigimod PH20 SC,NR (none reported),Subcutaneous efgartigimod PH20 SC given by prefilled syringe,Efgartigimod arm,1,Efgartigimod PH20 SC,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06307613,high,PASS_CURATED_RULE
NCT06307613-230,NCT06307613,OTHER,Placebo PH20 SC,NR (none reported),Subcutaneous placebo given by prefilled syringe,Placebo arm,1,Placebo,Placebo PH20 SC,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06307613,high,PASS_CURATED_RULE
NCT06307626-312,NCT06307626,COMBINATION_PRODUCT,Efgartigimod PH20 SC,NR (none reported),Subcutaneous efgartigimod PH20 SC given by prefilled syringe,Efgartigimod arm,1,Efgartigimod PH20 SC,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06307626,high,PASS_CURATED_RULE
NCT06307626-313,NCT06307626,OTHER,Placebo PH20 SC,NR (none reported),Subcutaneous placebo given by prefilled syringe,Placebo arm,1,Placebo,Placebo PH20 SC,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06307626,high,PASS_CURATED_RULE
NCT06384547-253,NCT06384547,DRUG,Veligrotug,VRDN-001,5 infusions of veligrotug,Veligrotug 10 mg/kg | Veligrotug 3 mg/kg,1,Veligrotug (Lumvoa),Veligrotug | VRDN-001,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06384547,high,PASS_CURATED_RULE
NCT06389578-110,NCT06389578,DRUG,Teprotumumab,Tepezza,SC administration and IV infusion,Cohort 1 | Cohort 2,1,Teprotumumab,Tepezza,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06389578,high,PASS_CURATED_RULE
NCT06392906-175,NCT06392906,RADIATION,Short course radiation therapy,10 Gy in 5 fractions of radiation therapy,5 daily radiation treatments,1 week external beam radiation therapy,1,Orbital radiotherapy,Short course radiation therapy | 10 Gy in 5 fractions of radiation therapy,procedure,procedure,Orbital tissue,Orbital radiotherapy,No,Procedure managed in SoC table,ClinicalTrials.gov; NCT06392906,high,PASS_CURATED_RULE
NCT06392906-176,NCT06392906,RADIATION,Standard course radiation therapy,20 Gy in 10 fractions of radiation therapy,10 daily radiation treatments,2 week external beam radiation therapy,1,Orbital radiotherapy,Standard course radiation therapy | 20 Gy in 10 fractions of radiation therapy,procedure,procedure,Orbital tissue,Orbital radiotherapy,No,Procedure managed in SoC table,ClinicalTrials.gov; NCT06392906,high,PASS_CURATED_RULE
NCT06401044-298,NCT06401044,DRUG,AMG 732,NR (none reported),SC injection,Part A: AMG 732 | Part B: AMG 732 High Dose | Part B: AMG 732 Low Dose | Part B: AMG 732 Medium Dose,1,AMG 732,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06401044,high,PASS_CURATED_RULE
NCT06401044-299,NCT06401044,OTHER,Placebo,NR (none reported),SC injection,Part A: Placebo | Part B: Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06401044,high,PASS_CURATED_RULE
NCT06413043-181,NCT06413043,DRUG,Selenium,NR (none reported),Add on Selenium (100mcg once daily) with Vitamin B Complex and Standard Treatment for Grave's Disease,ADD on Selenium,1,Selenium/antioxidant supplement,Selenium,adjunct/supportive,adjunct/supportive,Redox pathways,Antioxidant supplementation,No,Adjunct/supportive intervention,ClinicalTrials.gov; NCT06413043,high,PASS_CURATED_RULE
NCT06467435-202,NCT06467435,DRUG,Kamuvudine-9,K9,96 mg tablets taken twice a day for 24 weeks,Patients with Thyroid Eye Disease (TED),1,Kamuvudine-9 (K9),Kamuvudine-9 | K9,active/intervention,pipeline/approved asset,P2X7/NLRP3 axis,Inflammasome-modulating rationale,Yes,NA (included),ClinicalTrials.gov; NCT06467435,high,PASS_CURATED_RULE
NCT06467435-203,NCT06467435,DRUG,Kamuvudine-9,K9,96 mg tablets taken once,Healthy Volunteers,1,Kamuvudine-9 (K9),Kamuvudine-9 | K9,active/intervention,pipeline/approved asset,P2X7/NLRP3 axis,Inflammasome-modulating rationale,Yes,NA (included),ClinicalTrials.gov; NCT06467435,high,PASS_CURATED_RULE
NCT06510114-142,NCT06510114,DRUG,methylprednisolone(daily scheme),prednisone,"0.5 g methylprednisolone i.v. daily for 5 consecutive days, followed by oral prednisone for 6 months. Oral prednisone started at 40 mg/day for 4 weeks and then the dose was tapered by 5 mg/day every 2-4 weeks.",Group A,1,Methylprednisolone,methylprednisolone(daily scheme) | prednisone,standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT06510114,high,PASS_CURATED_RULE
NCT06510114-143,NCT06510114,DRUG,methylprednisolone(weekly scheme),NR (none reported),0.5 g methylprednisolone i.v. weekly for 6 weeks and then the dose was tapered by 0.25 g/week over the following 6 weeks.,Group B,1,Methylprednisolone,methylprednisolone(weekly scheme),standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT06510114,high,PASS_CURATED_RULE
NCT06525506-248,NCT06525506,BIOLOGICAL,IBI311 (20 mg),NR (none reported),"Arm 4: 10 mg/kg IBI311 on Day 1, followed by 20 mg/kg IBI311 from week 3 to week 21, Q3W.",Arm 4: IBI311 (20 mg),1,IBI311,IBI311 (20 mg),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06525506,high,PASS_CURATED_RULE
NCT06525506-249,NCT06525506,BIOLOGICAL,IBI311 (3-20 mg),NR (none reported),"Arm 2: 3 mg/kg IBI311 from day 1 to week 9, Q3W, followed by 20 mg/kg IBI311 from week 12 to week 21, Q3W.",Arm 2: IBI311 (3-20 mg),1,IBI311,IBI311 (3-20 mg),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06525506,high,PASS_CURATED_RULE
NCT06525506-250,NCT06525506,BIOLOGICAL,IBI311 (10 mg),NR (none reported),"Arm 3: 10 mg/kg IBI311 from day 1 to week 21, Q3W.",Arm 3: IBI311 (10 mg),1,IBI311,IBI311 (10 mg),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06525506,high,PASS_CURATED_RULE
NCT06525506-251,NCT06525506,BIOLOGICAL,IBI311 (3-10mg/kg),NR (none reported),"Arm 1: 3 mg/kg IBI311 from day 1 to week 9, Q3W, followed by 10 mg/kg IBI311 from week 12 to week 21, Q3W.",Arm 1: IBI311 (3-10 mg),1,IBI311,IBI311 (3-10mg/kg),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06525506,high,PASS_CURATED_RULE
NCT06540469-241,NCT06540469,DIETARY_SUPPLEMENT,Iodine Supplementation in Whole Course of Treatment with ATDs,NR (none reported),"Moderate iodine supplementation (150μg iodine per day, equivalently 7-9g iodized salt per day) will be taken from ATDs treatment starting until 1 year after ATDs withdrawal.",Iodine Supplementation in Whole Course of Treatment with ATDs,1,Dietary iodine supplementation,Iodine Supplementation in Whole Course of Treatment with ATDs,adjunct/supportive,adjunct/supportive,Iodine intake,Dietary iodine modulation,No,Adjunct dietary intervention,ClinicalTrials.gov; NCT06540469,high,PASS_CURATED_RULE
NCT06540469-242,NCT06540469,DIETARY_SUPPLEMENT,Iodine Supplementation During Maintenance Treatment with ATDs,NR (none reported),"Iodine restriction (non-iodized salt and low iodine diet) will be demanded at the early course of ATDs treatment, and moderate iodine supplementation (150μg iodine per day, equivalently 7-9g iodized salt per day) will be taken when the ATDs dose is titrated down to a maintenance level until 1 year after ATDs withdrawal.",Iodine Supplementation During Maintenance Treatment with ATDs,1,Dietary iodine supplementation,Iodine Supplementation During Maintenance Treatment with ATDs,adjunct/supportive,adjunct/supportive,Iodine intake,Dietary iodine modulation,No,Adjunct dietary intervention,ClinicalTrials.gov; NCT06540469,high,PASS_CURATED_RULE
NCT06540469-243,NCT06540469,DIETARY_SUPPLEMENT,Iodine Restriction in Whole Course of Treatment with ATDs,NR (none reported),Iodine restriction (non-iodized salt and low iodine diet) will be demanded from ATDs treatment starting until 1 year after ATDs withdrawal.,Iodine Restriction in Whole Course of Treatment with ATDs,1,Dietary iodine restriction,Iodine Restriction in Whole Course of Treatment with ATDs,adjunct/supportive,adjunct/supportive,Iodine intake,Dietary iodine modulation,No,Adjunct dietary intervention,ClinicalTrials.gov; NCT06540469,high,PASS_CURATED_RULE
NCT06540469-244,NCT06540469,DRUG,anti-Thyroid Drugs,NR (none reported),Individualized methimazole (MMI),Iodine Restriction in Whole Course of Treatment with ATDs | Iodine Supplementation During Maintenance Treatment with ATDs | Iodine Supplementation in Whole Course of Treatment with ATDs,1,Methimazole / antithyroid drug,anti-Thyroid Drugs,standard of care,standard of care,Thyroid peroxidase,Antithyroid drug,No,Managed in SoC table,ClinicalTrials.gov; NCT06540469,high,PASS_CURATED_RULE
NCT06557850-084,NCT06557850,DRUG,Lu AG22515,NR (none reported),Solution for infusion,Lu AG22515,1,Lu AG22515,NR (no additional alias),active/intervention,pipeline/approved asset,CD40L,CD40L blockade,Yes,NA (included),ClinicalTrials.gov; NCT06557850,high,PASS_CURATED_RULE
NCT06563856-164,NCT06563856,DRUG,TEPEZZA,HZN-001,Administered as a SubQ injection or IV injection.,Cohort 1: TEPEZZA Dose A SubQ | Cohort 2: TEPEZZA Dose B SubQ | Cohort 3: TEPEZZA Dose B Intravenously (IV) | Cohort 4: TEPEZZA Dose B and EDP SubQ,1,Teprotumumab,TEPEZZA | HZN-001,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06563856,high,PASS_CURATED_RULE
NCT06563856-165,NCT06563856,DRUG,EDP,NR (none reported),Administered as a SubQ injection.,Cohort 4: TEPEZZA Dose B and EDP SubQ,1,EDP formulation enhancer,EDP,non-therapeutic/device,diagnostic/non-therapeutic,NA,Formulation/permeation support,No,"Formulation component, not active disease-directed asset",ClinicalTrials.gov; NCT06563856,high,PASS_CURATED_RULE
NCT06569758-317,NCT06569758,DRUG,GenSci098,NR (none reported),"subcutaneous , 5 dose levels(15mg, 45mg, 90mg, 180mg and 270mg) will be assigned.",GenSci098,1,GenSci098 / YB-101,GenSci098,active/intervention,pipeline/approved asset,TSHR,TSHR blockade/antagonism,Yes,NA (included),ClinicalTrials.gov; NCT06569758,high,PASS_CURATED_RULE
NCT06569758-318,NCT06569758,DRUG,GenSci098 Placebo,NR (none reported),"In SAD part only one dose of GenSci098 and GenSci098 Placebo to be given, in MAD part, multiple doses of GenSci098 and GenSci098 Placebo will be given.",GenSci098 Placebo,1,Placebo,GenSci098 Placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06569758,high,PASS_CURATED_RULE
NCT06625398-019,NCT06625398,DRUG,VRDN-003,NR (none reported),"VRDN-003 is an investigational, subcutaneously administered, humanized monoclonal antibody directed against the Insulin-like Growth Factor-1 receptor (IGF-1R).",VRDN-003 every 4 weeks | VRDN-003 every 8 weeks,1,VRDN-003,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06625398,high,PASS_CURATED_RULE
NCT06625398-020,NCT06625398,DRUG,Placebo,NR (none reported),All participants will receive the same number of injections to maintain masking. Masking will be maintained by the use of placebo injections that appear identical to VRDN-003 injections.,Placebo every 4 weeks | VRDN-003 every 8 weeks,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06625398,high,PASS_CURATED_RULE
NCT06625411-149,NCT06625411,DRUG,VRDN-003,NR (none reported),"VRDN-003 is an investigational, subcutaneously administered, humanized monoclonal antibody directed against the Insulin-like Growth Factor-1 receptor (IGF-1R).",VRDN-003 every 4 weeks | VRDN-003 every 8 weeks,1,VRDN-003,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06625411,high,PASS_CURATED_RULE
NCT06625411-150,NCT06625411,DRUG,Placebo,NR (none reported),All participants will receive the same number of injections to maintain masking. Masking will be maintained by the use of placebo injections that appear identical to VRDN-003 injections.,Placebo every 4 weeks | VRDN-003 every 8 weeks,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06625411,high,PASS_CURATED_RULE
NCT06674941-296,NCT06674941,DRUG,Teprotumumab,Teprotumumab-trbw | TEPEZZA | HZN-001,Administered as an SC injection.,Cohort 1: Teprotumumab | Cohort 2: Teprotumumab | Cohort 3: Teprotumumab,1,Teprotumumab,Teprotumumab-trbw | TEPEZZA | HZN-001,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06674941,high,PASS_CURATED_RULE
NCT06693856-188,NCT06693856,DRUG,High-Dose Methylprednisolone,NR (none reported),"Methylprednisolone 500mg, administered intravenously once daily for 3 consecutive days, repeated every 4 weeks for a total of 24 weeks, followed by a follow-up period.",a high-dose group,1,Methylprednisolone,High-Dose Methylprednisolone,standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT06693856,high,PASS_CURATED_RULE
NCT06693856-189,NCT06693856,DRUG,Low-Dose Methylprednisolone,NR (none reported),"Methylprednisolone is administered at a dose of 1mg/kg, given as an intravenous injection once daily for 3 consecutive days, repeated every 4 weeks for a total of 24 weeks, followed by a follow-up period.",a low-dose group,1,Methylprednisolone,Low-Dose Methylprednisolone,standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT06693856,high,PASS_CURATED_RULE
NCT06727604-267,NCT06727604,DRUG,IMVT-1402,NR (none reported),600 mg SC QW for 52 weeks,Group 1 Period 1 and 2: IMVT-1402 | Group 2 Period 1 and 2: IMVT-1402,1,IMVT-1402,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06727604,high,PASS_CURATED_RULE
NCT06727604-268,NCT06727604,DRUG,IMVT-1402,NR (none reported),600 mg SC QW for 26 weeks followed by Placebo SC QW for 26 weeks,Group 2 Period 1: IMVT-1402 and Period 2: Placebo,1,IMVT-1402,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06727604,high,PASS_CURATED_RULE
NCT06727604-269,NCT06727604,DRUG,Placebo,NR (none reported),SC QW for 52 weeks,Group 3 Period 1 and 2: Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06727604,high,PASS_CURATED_RULE
NCT06769984-304,NCT06769984,DRUG,SCTT11,NR (none reported),"SCTT11 dose 1, dose 2, dose 3, dose 4","SCTT11 dose 1, dose 2, dose 3, dose 4",1,SCTT11,NR (no additional alias),active/intervention,unknown-but-retained,Not publicly verified,Unknown—do not infer,Yes,NA (retained watchlist),ClinicalTrials.gov; NCT06769984,high,PASS_CURATED_RULE
NCT06769984-305,NCT06769984,DRUG,Placebo,NR (none reported),"Placebo dose 1, dose 2, dose 3, dose 4","Placebo dose 1, dose 2, dose 3, dose 4",1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06769984,high,PASS_CURATED_RULE
NCT06812325-076,NCT06812325,DRUG,VRDN-003,NR (none reported),"VRDN-003 is an investigational, subcutaneously administered, humanized monoclonal antibody directed against the Insulin-like Growth Factor-1 receptor (IGF-1R).",VRDN-003 every 4 weeks | VRDN-003 every 8 weeks,1,VRDN-003,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06812325,high,PASS_CURATED_RULE
NCT06812325-077,NCT06812325,DRUG,Placebo,NR (none reported),Placebo injections that appear identical to VRDN-003 injections but have no active drug.,VRDN-003 every 8 weeks,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06812325,high,PASS_CURATED_RULE
NCT06927375-231,NCT06927375,DRUG,Tocilizumab(400mg) combined with Flupentixol Melitracen(0.5mg:10mg),study group,"Tocilizumab (Actemra) is administered via intravenous infusion at a dose of 400 mg at Weeks 0, 4, and 8. Flupentixol/Melitracen is given orally at a dose of 0.5 mg/10 mg twice daily for 8 consecutive weeks starting from Week 0.",Tocilizumab combined with Flupentixol Melitracen,1,Tocilizumab,Tocilizumab(400mg) combined with Flupentixol Melitracen(0.5mg:10mg) | study group,active/intervention,pipeline/approved asset,IL-6R,IL-6 receptor blockade,Yes,NA (included),ClinicalTrials.gov; NCT06927375,high,PASS_CURATED_RULE
NCT06927375-231,NCT06927375,DRUG,Tocilizumab(400mg) combined with Flupentixol Melitracen(0.5mg:10mg),study group,"Tocilizumab (Actemra) is administered via intravenous infusion at a dose of 400 mg at Weeks 0, 4, and 8. Flupentixol/Melitracen is given orally at a dose of 0.5 mg/10 mg twice daily for 8 consecutive weeks starting from Week 0.",Tocilizumab combined with Flupentixol Melitracen,2,Flupentixol/melitracen,Tocilizumab(400mg) combined with Flupentixol Melitracen(0.5mg:10mg) | study group,adjunct/supportive,adjunct/supportive,Monoaminergic pathways,Psychotropic supportive therapy,No,Supportive co-intervention,ClinicalTrials.gov; NCT06927375,high,PASS_CURATED_RULE
NCT06927375-232,NCT06927375,DRUG,Tocilizumab(400mg),control group,"Tocilizumab (Actemra) is administered via intravenous infusion at a dose of 400 mg at Weeks 0, 4, and 8.",Tocilizumab,1,Tocilizumab,Tocilizumab(400mg) | control group,active/intervention,pipeline/approved asset,IL-6R,IL-6 receptor blockade,Yes,NA (included),ClinicalTrials.gov; NCT06927375,high,PASS_CURATED_RULE
NCT06980649-209,NCT06980649,DRUG,BHV-1300,NR (none reported),BHV-1300 is delivered subcutaneously (SC),BHV-1300,1,BHV-1300,NR (no additional alias),active/intervention,pipeline/approved asset,IgG/extracellular degradation pathway,IgG-directed extracellular protein degradation,Yes,NA (included),ClinicalTrials.gov; NCT06980649,high,PASS_CURATED_RULE
NCT06984627-091,NCT06984627,DRUG,Rilzabrutinib dose 1,SAR444671,Pharmaceutical form:Tablet-Route of administration:Oral,Rilzabrutinib dose 1,1,Rilzabrutinib,Rilzabrutinib dose 1 | SAR444671,active/intervention,pipeline/approved asset,BTK,BTK inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06984627,high,PASS_CURATED_RULE
NCT06984627-092,NCT06984627,DRUG,Rilzabrutinib dose 2,SAR444671,Pharmaceutical form:Tablet-Route of administration:Oral,Rilzabrutinib dose 2,1,Rilzabrutinib,Rilzabrutinib dose 2 | SAR444671,active/intervention,pipeline/approved asset,BTK,BTK inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06984627,high,PASS_CURATED_RULE
NCT06989918-159,NCT06989918,DRUG,MHB018A,NR (none reported),MHB018A 450mg for subcutaneous injection once every 4 weeks (Q4W),MHB018A,1,MHB018A,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT06989918,high,PASS_CURATED_RULE
NCT06989918-160,NCT06989918,DRUG,MHB018A placebo,NR (none reported),6 subcutaneous injections of MHB018A placebo once every 4 weeks (q4w),MHB018A Placebo,1,Placebo,MHB018A placebo,comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT06989918,high,PASS_CURATED_RULE
NCT07018323-309,NCT07018323,DRUG,IMVT-1402,NR (none reported),Dose 1 for 26 weeks,IMVT-1402 Dose 1,1,IMVT-1402,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07018323,high,PASS_CURATED_RULE
NCT07018323-310,NCT07018323,DRUG,IMVT-1402,NR (none reported),Dose 2 for 26 weeks,IMVT-1402 Dose 2,1,IMVT-1402,NR (no additional alias),active/intervention,pipeline/approved asset,FcRn,FcRn inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07018323,high,PASS_CURATED_RULE
NCT07018323-311,NCT07018323,DRUG,Placebo,NR (none reported),For 26 weeks,Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07018323,high,PASS_CURATED_RULE
NCT07113262-106,NCT07113262,DRUG,IBI311,NR (none reported),Teprotumumab N01 injection (code name IBI311),Teprotumumab N01 injection (code name IBI311),1,IBI311,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07113262,high,PASS_CURATED_RULE
NCT07113262-107,NCT07113262,DRUG,Placebo,NR (none reported),Placebo,placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07113262,high,PASS_CURATED_RULE
NCT07129642-044,NCT07129642,BIOLOGICAL,Allogeneic CAR-T,NR (none reported),The participants will receive one dose of allogeneic CAR-T,Intervention Arm,1,Allogeneic CD19/BCMA CAR-T,Allogeneic CAR-T,active/intervention,pipeline/approved asset,CD19/BCMA,CD19/BCMA-directed CAR-T,Yes,NA (included),ClinicalTrials.gov; NCT07129642,high,PASS_CURATED_RULE
NCT07142642-127,NCT07142642,DRUG,Teprotumumab,Tepezza | AMG 632,Administered via IV infusion.,Teprotumumab,1,Teprotumumab,Tepezza | AMG 632,active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07142642,high,PASS_CURATED_RULE
NCT07142642-128,NCT07142642,DRUG,Placebo,NR (none reported),Administered via IV infusion.,Placebo,1,Placebo,NR (no additional alias),comparator/control,placebo/comparator,NA,Inert comparator,No,Inert comparator,ClinicalTrials.gov; NCT07142642,high,PASS_CURATED_RULE
NCT07152340-028,NCT07152340,DRUG,IBI311,NR (none reported),IBI311 is a fully human anti-IGF-1R mAb. IBI311 will be provided in single-dose 10-mL glass vials as a Injection solution containing.,IBI311,1,IBI311,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07152340,high,PASS_CURATED_RULE
NCT07152340-029,NCT07152340,DRUG,Glucocorticoids,NR (none reported),500mg methylprednisolone was intravenously injected once a day for 3 consecutive days. The next treatment was carried out with an interval of 2 weeks for a total of 8 times.,Glucocorticoid,1,Methylprednisolone,Glucocorticoids,standard of care,standard of care,Glucocorticoid receptor,Glucocorticoid immunomodulation,No,Managed in SoC table,ClinicalTrials.gov; NCT07152340,high,PASS_CURATED_RULE
NCT07152366-151,NCT07152366,DRUG,IBI311,NR (none reported),IBI311 is a fully human anti-IGF-1R mAb. IBI311 will be provided in single-dose 10-mL glass vials as a Injection solution containing.,GC<6g : IBI311 | GC≥6g : IBI311,1,IBI311,NR (no additional alias),active/intervention,pipeline/approved asset,IGF-1R,IGF-1R inhibition,Yes,NA (included),ClinicalTrials.gov; NCT07152366,high,PASS_CURATED_RULE
