anchor_id,source_id,block_id,locator,raw_quote,quote_start,quote_end,source_sha256,block_text_sha256,quote_sha256,jurisdiction,authority_scope,population,disease_stage,intervention,endpoint_claim_scope,evidence_role,uncertainty,data_cut,schema_version,notes
KR-KTA2025-RAI-R1.1.3,28,S028-B00004,pdf_page:4,1.1.3. In patients who experience recurrent hyperthyroidism after remission with ATD therapy and desire a definitive cure. [Recommendation level 1],1104,1251,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,7bc6dd299a775c11eea771cc5bce90eabfb93173a5ad8e87815fe23cd2b3526c,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.1.4,28,S028-B00004,pdf_page:4,1.1.4. When thyroid function remains poorly controlled despite appropriate ATD therapy. [Recommendation level 1],1252,1364,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,b6b1f5dd546e0f6bf390bba4b1d748eb83c55485d48f34fe6884720906cbf9a6,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.2.1,28,S028-B00004,pdf_page:4,1.2.1. In patients with poor adherence to ATD therapy. [Recommendation level 2],1437,1516,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,61d8213a1149c80681e81c05da0c7556f773ba1a81baf90eb6e5333857080f7a,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.2.2,28,S028-B00004,pdf_page:4,"1.2.2. In patients with comorbidities that may lead to clinical instability if hyperthyroidism worsens (e.g., uncontrolled arrhythmia or heart failure). 
[Recommendation level 2]",1517,1695,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,b0f311cacca7c9c1b6a2db99e182426f133edb75b9292b381620899f04a5497e,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.2.3,28,S028-B00004,pdf_page:4,"1.2.3. In patients requiring prolonged high-dose ATD therapy to maintain euthyroidism (particularly in women planning pregnancy in the next 
6 months or beyond). [Recommendation level 3]",1696,1882,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,3e985e64524affb85330e59ca952f540f44ad41001d6cb80b5c0220bc16bb17a,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.3.1,28,S028-B00004,pdf_page:4,1.3.1. Pregnant or breastfeeding women. [Recommendation level 1],1956,2020,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,429fbe6524e72037bc6cee989f7180fb7cd4aea92994460e5dfd7146a3c8a759,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.3.2,28,S028-B00004,pdf_page:4,1.3.2. Patients with active moderate-to-severe thyroid eye disease. [Recommendation level 1],2021,2113,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,2f7368d0354d4c77d42dfd50b09615f20ed37b0351ad4d3b458b496a91a68c5f,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.3.3,28,S028-B00004,pdf_page:4,1.3.3. Patients with coexisting thyroid cancer. [Recommendation level 1],2114,2186,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,771d15905367d1ca0dc734cfa1a48d68c48184d5c2ce5d887d2907be33e67936,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R2.1,28,S028-B00004,pdf_page:4,"2.1. A fixed dose of RAI (10–15 mCi) sufficient to induce hypothyroidism is recommended when determining the appropriate RAI dose. 
[Recommendation level 2]",2261,2417,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,8fe94d1ae7076934f8713a5e857f05b3bceb7464ce5bebdaad5b5e0b7f13ca43,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R3.1,28,S028-B00004,pdf_page:4,"3.1. A low-iodine diet is not routinely recommended before RAI therapy for hyperthyroidism; but iodine-rich foods should be avoided for at least 
1 week prior to treatment. [Recommendation level 3]",2508,2705,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,11349e3a7bff26db048c6eb5975e5c80d167bf6b6c019298c5a0a7d0be68fb8a,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R4.1,28,S028-B00004,pdf_page:4,4.1. Discontinuation of ATD for 3 to 7 days before RAI therapy is recommended. [Recommendation level 1],2788,2891,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,034e0d6052234b07f4cda00eaf5f631c8ce3660b4f5c265bf257614ca1fb65c2,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R4.2,28,S028-B00004,pdf_page:4,"4.2. Resumption of ATD within 3–7 days after RAI therapy may be considered in patients who received ATD prior to treatment or are at high risk of 
clinical deterioration due to worsening hyperthyroidism. [Recommendation level 2]",2892,3120,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,3a8516af6306ccfa0a6f7396974185c432887c54b7f66603c582c34a0ae10065,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R5.1,28,S028-B00004,pdf_page:4,5.1. RAI therapy is not recommended in patients with active moderate-to-severe TED. [Recommendation level 1],3221,3329,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,5c578f998036306f5fbfce5573112d3331321660e606a2a9db8f5c6fb471445c,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R5.2,28,S028-B00004,pdf_page:4,5.2. Prophylactic corticosteroid therapy is recommended when RAI therapy is administered to patients with active mild TED. [Recommendation level 1],3330,3477,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,65c79292c9f89a21349eb322e10a4cf7efd1bf598816462e0381029d67c1fa61,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R5.3,28,S028-B00004,pdf_page:4,"5.3. In patients with inactive moderate-to-severe TED, prophylactic corticosteroid therapy may be considered during RAI treatment when additional 
risk factors—such as high TSH receptor antibody levels or smoking—are present. [Recommendation level 2]",3478,3728,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,8658c5fdb720885e4736be7940b77a2d6bbdee6f900fa8c714a97d03e64a9be8,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,Recommendation-summary wording; Recommendation 5.3 conflicts in strength with Table 3 and is retained without harmonization.
KR-KTA2025-RAI-R5.3-NARRATIVE,28,S028-B00009,pdf_page:9,"5.3. In patients with inactive moderate-to-severe TED, prophylactic 
corticosteroid therapy may be considered during RAI treatment 
when additional risk factors—such as high TSH receptor anti-
body levels or smoking—are present. [Recommendation level 2]",1890,2143,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,1da9a91195ac93c7c8284a5838e1b291b7ddf1afd41a9565e3169fa4a63cccc8,182c28df7810497f47b32fdb2196c2ec24b1956dae60a11a8bfe8fb2a0662fef,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with inactive moderate-to-severe TED and additional risk factors,Inactive moderate-to-severe TED during RAI treatment,Prophylactic corticosteroid,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation narrative,Wording conflicts with the stronger Table 3 cell; both exact anchors are retained as a disclosed conclusion-neutral discrepancy.,2026-09-10,2.0.0,Severity 3 wording discrepancy: narrative says may be considered.
KR-KTA2025-RAI-R5.3-TABLE,28,S028-B00010,pdf_page:10,"Inactive No steroid prophylaxis 
required
Consider steroid 
prophylaxis
No steroid prophylaxis 
required
Steroid prophylaxis 
recommended",3574,3711,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,d5eae7b20ed040b9992538fa786f8e36545b98101d5a65bc7443329e6c8bbe5e,f5708bb029a55f21c6ce2a21ff9bd54412a91c57f02ae6f20c5cd71642b572ea,South Korea,A2 national society guideline; Korean Thyroid Association,Patients stratified by inactive TED severity and additional risk factors,Inactive TED during RAI treatment,Prophylactic corticosteroid,Table 3 recommendation-strength cell for inactive moderate-to-severe TED with risk factors,National society recommendation-summary table,Wording conflicts with Recommendation 5.3 narrative; both exact anchors are retained as a disclosed conclusion-neutral discrepancy.,2026-09-10,2.0.0,Severity 3 wording discrepancy: table says steroid prophylaxis recommended.
KR-KTA2025-RAI-R5.4,28,S028-B00004,pdf_page:4,"5.4. Prophylactic corticosteroid therapy is not recommended during RAI treatment in patients with inactive mild TED when additional risk factors—
such as high TSH receptor antibody levels or smoking—are not present. [Recommendation level 1]",3729,3969,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,17fd585acf1805018aa2d32036aff1a661e44391bc1321e6382e4e0d97784f97,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R6.1,28,S028-B00004,pdf_page:4,"6.1. Thyroid function test, including TSH and free T4, may be considered within 4 to 6 weeks after RAI therapy. [Recommendation level 2]",4035,4171,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,98f91fe4b127a73cca9f86644dfa02c6b16eb728e0c31e6fdb6509b29d277ccb,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R6.2,28,S028-B00004,pdf_page:4,6.2. Thyroid function can be monitored every 2 to 3 months for up to 6 months after RAI therapy or until TSH levels normalize. [Recommendation level 2],4172,4323,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,901bed000ead78ec914ae77e2eebd075c01c8c1ad06032ff625183aee132de64,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R6.3,28,S028-B00004,pdf_page:4,"6.3. Thyroid function test may be repeated every 6 to 12 months, once thyroid function has been confirmed to be stable and within the normal range on 
at least two consecutive assessments. [Recommendation level 2]",4324,4537,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,8a9764673116bf83a62a8c7e40104c75a85071900bba894bca8f9841e89e9233,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R6.4,28,S028-B00004,pdf_page:4,6.4. Thyroid function test is recommended when symptoms of hyperthyroidism or hypothyroidism are suspected. [Recommendation level 2],4538,4670,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,0a15805eed6b1a0adb908735f6f3692632e4d212bcd5fefc40945e6d5dcd6cc2,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-MHRA-CARBIMAZOLE-PREGNANCY,740,S740-B00002,pdf_page:2,"Advice for healthcare professionals: 
• carbimazole is associated with an increased risk of congenital malformations 
when used during pregnancy, particularly in the first trimester of pregnancy and 
at high doses (15 mg or more of carbimazole daily) 
• women of childbearing potential should use effective contraception during 
treatment with carbimazole 
• carbimazole should only be considered in pregnancy after a thorough individual 
assessment of benefits and risks of treatment, and only at the lowest effective 
dose without additional administration of thyroid hormones; close maternal, 
foetal, and neonatal monitoring is recommended",424,1067,0860104a23ed1646111ccf795fd76e5342966f17dfe86515960b29e16867199c,b6c707db60321940da86c99a0c1ad2061d88c420662b3f452534b2db0d34837e,a7a4e6af11febe32cb51bfbf414afb7b103dced551a3d7bcfd920af8d5afe130,United Kingdom,A1 regulator drug-safety communication; Medicines and Healthcare products Regulatory Agency,Pregnant patients or women of childbearing potential treated with carbimazole,Hyperthyroidism in pregnancy,Carbimazole,"Congenital-malformation risk, individualized benefit-risk assessment, and lowest effective dose",MHRA drug-safety advice,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-MHRA-TEPEZZA-APPROVAL,731,S731-B00059,section:MHRA approves teprotumumab as the first UK treatment for adults with moderate to severe Thyroid Eye Disease (TED),"The Medicines and Healthcare products Regulatory Agency (MHRA) has today, 7 May 2025, approved teprotumumab (Tepezza). This is the first medicine to be licensed in the UK for adult patients with moderate to severe Thyroid Eye Disease (TED).",0,240,1b0c3a5da124de5529d9150649bf3c023455917bb775b174d4a5dd21ea5b9ee1,2c85b2182d94bbe4a8d03369c6cfd7ccfa6516e4ce935486c03b81bfab81e318,2c85b2182d94bbe4a8d03369c6cfd7ccfa6516e4ce935486c03b81bfab81e318,United Kingdom,A1 regulator; Medicines and Healthcare products Regulatory Agency,Adults,Moderate-to-severe TED,Teprotumumab (Tepezza),UK approval date and population,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.10,739,S739-B00270,section:1.6.10,"Offer radioactive iodine as first-line definitive treatment for adults with Graves' disease, unless antithyroid drugs are likely to achieve remission (see recommendation 1.6.11), or it is unsuitable (for example, there are concerns about compression, malignancy is suspected, they are pregnant or trying to become pregnant or father a child within the next 4 to 6 months, or they have active thyroid eye disease). Follow the 2017 regulations on medical exposure to ionising radiation .",0,485,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,6c52d2cee1c63be22b8be04c698579d9a5030f2187526ea8b03d06f3c12ceeab,6c52d2cee1c63be22b8be04c698579d9a5030f2187526ea8b03d06f3c12ceeab,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.11,739,S739-B00272,section:1.6.11,"Offer a choice of antithyroid drugs (a 12- to 18-month course) or radioactive iodine (following the 2017 regulations on medical exposure to ionising radiation ) as first-line definitive treatment for adults with Graves' disease if antithyroid drugs are likely to achieve remission (for example, mild and uncomplicated Graves' disease). Use of carbimazole is subject to MHRA advice on contraception ( Drug Safety Update, February 2019 ) and risk of acute pancreatitis ( Drug Safety Update, February 2019 ).",0,505,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,aaafba1d68353ecdbab23e0568a260019717c027f9d7d60b8229e68550cf033a,aaafba1d68353ecdbab23e0568a260019717c027f9d7d60b8229e68550cf033a,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.12,739,S739-B00274,section:1.6.12,Offer antithyroid drugs (a 12- to 18-month course) as first-line definitive treatment for adults with Graves' disease if radioactive iodine and surgery are unsuitable.,0,167,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,091bfde804cc4ec072e544938b85f9ade01e0fc554a490e27573f63c03af96e8,091bfde804cc4ec072e544938b85f9ade01e0fc554a490e27573f63c03af96e8,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.13,739,S739-B00276,section:1.6.13,"Offer total thyroidectomy as first-line definitive treatment for adults with Graves' disease if: there are concerns about compression, or thyroid malignancy is suspected, or radioactive iodine and antithyroid drugs are unsuitable.",0,230,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,cacd4a77eb657670f611c818bad91f362a7c855ca6bde5afc4ec613689b8ac22,cacd4a77eb657670f611c818bad91f362a7c855ca6bde5afc4ec613689b8ac22,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.14,739,S739-B00282,section:1.6.14,Consider radioactive iodine or surgery for adults with Graves' disease who have had antithyroid drugs but have persistent or relapsed hyperthyroidism. Follow the 2017 regulations on medical exposure to ionising radiation .,0,222,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,eafcec04df363bd9d7b0d95d2db2c2efb8dd8ed33f8941c8f5336002e8060bd6,eafcec04df363bd9d7b0d95d2db2c2efb8dd8ed33f8941c8f5336002e8060bd6,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.18,739,S739-B00296,section:1.6.18,"Offer antithyroid drugs for at least 2 years and possibly longer as first-line definitive treatment for children and young people with Graves' disease. Use of carbimazole is subject to MHRA advice on contraception ( Drug Safety Update, February 2019 ) and risk of acute pancreatitis ( Drug Safety Update, February 2019 ). November 2019 – carbimazole use is off label for children under 2 years. See NICE's information on prescribing medicines .",0,444,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,8101303d7ed817c9578bf145edaeba64f3189fc7956a548b2a199be7a837a201,8101303d7ed817c9578bf145edaeba64f3189fc7956a548b2a199be7a837a201,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
UK-NICE-NG145-1.6.22,739,S739-B00310,section:1.6.22,"When offering antithyroid drugs as first-line definitive treatment to adults with Graves' disease, offer carbimazole for 12 to 18 months, using either a block and replace or a titration regimen, and then review the need for further treatment. Use of carbimazole is subject to MHRA advice on contraception ( Drug Safety Update, February 2019 ) and risk of acute pancreatitis ( Drug Safety Update, February 2019 ).",0,412,bc1bc5800adf81d0be66be8536179cf32725859674a7e214df5e64a1a5e1cfab,a1c7165e6f326982d294890d2f3968555c342668a0d0f403f60930390edf6954,a1c7165e6f326982d294890d2f3968555c342668a0d0f403f60930390edf6954,United Kingdom,A1 national guideline body; National Institute for Health and Care Excellence,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; treatment or monitoring,"ATD, RAI, thyroidectomy, or biochemical monitoring","Only the recommendation, regimen, status, or limitation stated in the exact quote",National clinical guideline recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
