trial_id,registry,registry_url,asset,asset_aliases,sponsor,owner_at_cutoff,indication,mechanism_class,phase,overall_status,start_date,primary_completion_date,regions,population,ted_activity_severity,n_enrolled,n_randomized,n_analyzed,design,blinding,arms,dose_route_schedule_duration,background_soc_combination,comparator,primary_endpoints,secondary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,publication_urls,evidence_tier,source_ids,access_depth,last_verified,notes
NCT07286656,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07286656,GenSci098,,"Changchun GeneScience Pharmaceutical Co., Ltd.","Changchun GeneScience Pharmaceutical Co., Ltd.",GD / autoimmune hyperthyroidism,TSHR blockade / antagonism,PHASE1,RECRUITING,2025-11-21,2026-10-28,China,Adults primary,not_applicable,24,,,NA SEQUENTIAL,NONE,GenSci098,See official registry record,Registry-defined; verify per protocol,See arms,"Incidence and severity of adverse events (AEs) (physical examination, vital signs, laboratory tests, 12-lead electrocardiogram [ECG]).",,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07286656,official_registry_full_record,2026-09-10,direct TSHR/anti-TSHR or TSHR-antigen-specific program in the core R&D scope
NCT07305818,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07305818,MER511 (IV); MER511 (SC); MER511 (SC) for MAD,,Merida Biosciences,Merida Biosciences,GD / autoimmune hyperthyroidism,Direct anti-TSHR autoantibody depletion,PHASE1,RECRUITING,2025-12-19,2028-07-24,Spain; United States,Adults primary,not_applicable,100,,,RANDOMIZED SEQUENTIAL,DOUBLE,Part A (SAD) MER511 IV; Part A (SAD) placebo IV; Part A (SAD) MER511 SC; Part A (SAD) placebo SC; Part B (MAD) MER511 SC; - Part B (MAD) placebo SC,See official registry record,Registry-defined; verify per protocol,See arms,"Number of participants with TEAEs (Treatment-emergent adverse events); Number of participants with clinically significant changes in ECGs, vital signs, clinical laboratory values, and physical examination",Serum Cmax (Maximum observed concentration); Serum tmax (Time to maximum concentration); Serum AUCinf (area under concentration-time curve from time zero to infinity); Serum AUC0-tau (area under concentration-time curve during the dosing interval); Number of participants with ADAs (Anti-drug antibody),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07305818,official_registry_full_record,2026-09-10,direct TSHR/anti-TSHR or TSHR-antigen-specific program in the core R&D scope
NCT07333677,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07333677,In Vivo CAR-T Therapy,,Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,GD / autoimmune hyperthyroidism,CD19/BCMA-directed CAR-T,EARLY_PHASE1,RECRUITING,2026-01-29,2027-06,China,Adults primary,not_applicable,5,,,NA SINGLE_GROUP,NONE,In Vivo CAR-T Therapy for Refractory Graves' Disease,See official registry record,Registry-defined; verify per protocol,See arms,Incidence and severity of Adverse Events (AEs); Remission of Graves' disease,Proportion of participants with ≥50% reduction of anti-thyrotropin receptor antibody (TRAb); Proportion of participants with ≥50% reduction of thyroid stimulating immunoglobulin (TSI); Change of TRAb levels compared to baseline; Change of TSI levels compared to baseline; Change of thyroid gland volume compared to baseline,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07333677,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07570316,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07570316,Efgartigimod PH20 SC,,argenx,argenx,GD / autoimmune hyperthyroidism,FcRn inhibition,PHASE3,RECRUITING,2026-06-10,2028-06,Georgia; United States,Adults primary,not_applicable,230,,,RANDOMIZED PARALLEL,QUADRUPLE,Part A - efgartigimod PH20 SC PFS; Part A - placebo PH20 SC PFS; Part B - efgartigimod PH20 SC PFS; Part B - placebo PH20 SC PFS; Part C - efgartigimod PH20 SC PFS,See official registry record,Registry-defined; verify per protocol,See arms,"Percentage of participants who are euthyroid (fT3, fT4, and TSH within normal ranges) off ATDs at week 24 in part A",Time to becoming euthyroid off ATDs in part A; Percentage of participants who are euthyroid and receiving MMI ≤5 mg/day or CBZ ≤7.5 mg/day at week 24 in part A; Percentage of participants with fT3 and fT4 levels below the ULN off ATDs at week 24 in part A; Percentage of participants who are euthyroid off ATDs and TRAb seronegative at week 24 in part A; Time to becoming euthyroid off ATDs and TRAb seronegative,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07570316,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07596849,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07596849,efgartigimod PH20 SC,,argenx,argenx,GD / autoimmune hyperthyroidism,FcRn inhibition,PHASE3,RECRUITING,2026-06-10,2028-06,Canada; Georgia; Japan,Adults primary,not_applicable,230,,,RANDOMIZED PARALLEL,QUADRUPLE,Part A - efgartigimod PH20 SC PFS; Part A - placebo PH20 SC PFS; Part B - efgartigimod PH20 SC PFS; Part B - placebo PH20 SC PFS; Part C - efgartigimod PH20 SC PFS,See official registry record,Registry-defined; verify per protocol,See arms,"Percentage of participants who are euthyroid (fT3, fT4, and TSH within normal ranges) off ATDs at week 24 in part A",Time to becoming euthyroid off ATDs in part A; Percentage of participants who are euthyroid and receiving MMI ≤5 mg/day or CBZ ≤7.5 mg/day at week 24 in part A; Percentage of participants with fT3 and fT4 levels below the ULN off ATDs at week 24 in part A; Percentage of participants who are euthyroid off ATDs and TRAb seronegative at week 24 in part A; Time to becoming euthyroid off ATDs and TRAb seronegative,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07596849,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07661056,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07661056,BHV-1300,,Biohaven Therapeutics Ltd.,Biohaven Therapeutics Ltd.,GD / autoimmune hyperthyroidism,IgG-directed extracellular protein degradation,PHASE3,RECRUITING,2026-06-26,2028-01,United States,Adults primary,not_applicable,300,,,RANDOMIZED PARALLEL,QUADRUPLE,BHV-1300; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,"Number of participants on BHV-1300 vs placebo who are not on an antithyroid drug and with normal thyroid function (total T3, free T4 (FT4), & TSH within normal limits) at Week 26.","Number of participants on BHV-1300 vs placebo who are not on an antithyroid drug and with normal thyroid hormone (Total T3 and FT4) at Week 26.; Change from baseline in TRAb (TBII) of participants on BHV-1300 vs placebo at Week 6; Change from baseline in TRAb (TBII) of participants on BHV-1300 vs placebo at Week 26; Exposure-adjusted Cumulative ATD dose, of participants on BHV-1300 vs placebo at Week 26; Time to normal thyroid hormones (defined as Total T3 & FT4 within normal limits) and off ATD of participants on BHV-1300 vs placebo",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07661056,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07682896,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07682896,Experimental: YB-101,,"Yarrow Bioscience, Inc.","Yarrow Bioscience, Inc.",GD / autoimmune hyperthyroidism,TSHR blockade / antagonism,PHASE2,RECRUITING,2026-06-10,2027-12,Australia; United States,Adults primary,not_applicable,232,,,RANDOMIZED PARALLEL,DOUBLE,YB-101; Placebo YB-101,See official registry record,Registry-defined; verify per protocol,See arms,"Type and frequency of treatment-emergent adverse events (TEAEs) and treatment-emergent serious adverse events (TESAEs); Proportion of participants with normal free triiodothyronine (FT3), free thyroxine (FT4), and thyroid-stimulating hormone (TSH) who discontinued anti-thyroid drugs (ATDs), regardless of concomitant levothyroxine use",,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07682896,official_registry_full_record,2026-09-10,direct TSHR/anti-TSHR or TSHR-antigen-specific program in the core R&D scope
NCT07722546,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07722546,Felzartamab,,Biogen,Biogen,GD / autoimmune hyperthyroidism,CD38 plasma-cell depletion,PHASE2,RECRUITING,2026-07-30,2028-01-31,Puerto Rico; United States,Adults primary,not_applicable,60,,,RANDOMIZED PARALLEL,QUADRUPLE,Placebo; Felzartamab or Placebo; Felzartamab,See official registry record,Registry-defined; verify per protocol,See arms,Percentage of Participants who are Euthyroid and off Anti-Thyroid Drugs (ATD) at Week 24,Percentage of Participants who Have Down-Titrated to ≤ 50% of Their Baseline ATD and are Euthyroid at Week 12 and Week 24; Percentage of Participants who are Euthyroid at Week 12 and Week 24; Change From Baseline in Free Triiodothyronine (FT3); Change From Baseline in Free Thyroxine (FT4); Change From Baseline in Thyroid-Stimulating Hormone (TSH),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07722546,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT00430547,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00430547,"Carbimazole, radio-active iodine (I131)",,Barwon Health,Barwon Health,GD cohort; TED development/progression endpoint,Antithyroid drug,NA,COMPLETED,2003-08,,Australia,Adults primary,prevention_progression,60,,,RANDOMIZED PARALLEL,NONE,,See official registry record,Registry-defined; verify per protocol,See arms,Onset or progression of ophthalmopathy following radio-active iodine therapy,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT00430547,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT01204359,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01204359,Iodine 131,,Sun Yat-sen University,Sun Yat-sen University,GD with exophthalmos / post-RAI TED prevention,Radioiodine,PHASE3,UNKNOWN,2007-07,2016-07,China,Adults primary,broad_or_unspecified,627,,,RANDOMIZED PARALLEL,DOUBLE,follow-up,See official registry record,Registry-defined; verify per protocol,See arms,The rate of Hypothyroidism after Iodine 131 treatment,The side effect to Infiltrative exophthalmos after Iodine 131 treatment,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT01204359,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT02373995,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02373995,LAB4,,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico","Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",GD with/without TED; broad activity/severity,Other / mechanism not registry-specified,PHASE1; PHASE2,UNKNOWN,2015-02,2015-07,Italy,Adults primary,heterogeneous_or_unspecified,60,,,RANDOMIZED PARALLEL,SINGLE,LAB4; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Microbiome modification (beneficial modification of the gut microbioma relates to a reduction at the end of treatment of at least 5% of the Firmicutes:Bacteroides ratio and 30% of the anti-TSHr antibody titer and of total IgG and IgA concentrations),Improvement immunological status (antibody responses will be analyzed to identify if microbial or food derived antigens are involved in triggering disease or associated with GO progression),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Bartalena L, Baldeschi L, Dickinson A, Eckstein A, Kendall-Taylor P, Marcocci C, Mourits M, Perros P, Boboridis K, Boschi A, Curro N, Daumerie C, Kahaly GJ, Krassas GE, Lane CM, Lazarus JH, Marino M, Nardi M, Neoh C, Orgiazzi J, Pearce S, Pinchera A, Pitz S, Salvi M, Sivelli P, Stahl M, von Arx G, Wiersinga WM; European Group on Graves' Orbitopathy (EUGOGO). Consensus statement of the European Group on Graves' orbitopathy (EUGOGO) on management of GO. Eur J Endocrinol. 2008 Mar;158(3):273-85. doi: 10.1530/EJE-07-0666. No abstract available.",Official registry protocol,ClinicalTrials.gov; NCT02373995,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT01458600,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01458600,Diclofenac; Methimazole; L-thyroxin; Propranolol; Metoprolol,,Mikael Lantz,Mikael Lantz,GD without clinical TED; TED prevention/progression,Antithyroid drug,PHASE4,COMPLETED,2006-09,2016-02,Sweden,Adults primary,prevention_progression,65,,,RANDOMIZED PARALLEL,SINGLE,diclofenac; without diclofenac,See official registry record,Registry-defined; verify per protocol,See arms,The frequency of ophthalmopathy after 24 months as judged by the following clinical signs,Activity of ophthalmopathy as judged by clinical activity score (CAS); The time from thyrotoxicosis to ophthalmopathy.; The frequency of corticosteroid requiring ophthalmopathy,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT01458600,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT00004660,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00004660,Radiotherapy; Sham treatment,,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Mild TED,Other / mechanism not registry-specified,NA,COMPLETED,1993-06,1998-01,United States,Adults primary,mild_unspecified_activity,42,,,RANDOMIZED CROSSOVER,NONE,Radiotherapy; Sham treatment,See official registry record,Registry-defined; verify per protocol,See arms,Orbital Volume,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Gorman CA, Garrity JA, Fatourechi V, Bahn RS, Petersen IA, Stafford SL, Earle JD, Forbes GS, Kline RW, Bergstralh EJ, Offord KP, Rademacher DM, Stanley NM, Bartley GB. A prospective, randomized, double-blind, placebo-controlled study of orbital radiotherapy for Graves' ophthalmopathy. Ophthalmology. 2001 Sep;108(9):1523-34. doi: 10.1016/s0161-6420(01)00632-7.",Official registry protocol,ClinicalTrials.gov; NCT00004660,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT02112643,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02112643,Sodium selenate; Sugar pill,,Columbia University,Columbia University,Mild TED,Selenium / antioxidant,PHASE3,WITHDRAWN,2015-10,2016-11-16,,Adults primary,mild_unspecified_activity,0,,,RANDOMIZED PARALLEL,TRIPLE,Selenium; Sugar pill,See official registry record,Registry-defined; verify per protocol,See arms,Difference in Quality of Life score; Difference in Quality of Life score; Change in Thyroid Eye Disease; Change in Thyroid Eye Disease,Difference in Clinical Activity Score; Difference in Clinical Activity Score; Difference in Quality of Life score; Difference in Quality of Life score; Difference in Quality of Life score,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Marcocci C, Kahaly GJ, Krassas GE, Bartalena L, Prummel M, Stahl M, Altea MA, Nardi M, Pitz S, Boboridis K, Sivelli P, von Arx G, Mourits MP, Baldeschi L, Bencivelli W, Wiersinga W; European Group on Graves' Orbitopathy. Selenium and the course of mild Graves' orbitopathy. N Engl J Med. 2011 May 19;364(20):1920-31. doi: 10.1056/NEJMoa1012985.",Official registry protocol,ClinicalTrials.gov; NCT02112643,official_registry_full_record,2026-09-10,Lack of funding; disease-directed drug/biologic/supplement trial
NCT02203682,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02203682,Doxycycline hyclate,,Sun Yat-sen University,Sun Yat-sen University,Mild TED,Tetracycline/macrolide immunomodulation,PHASE2,UNKNOWN,2014-07,2022-07,China,Adults primary,mild_unspecified_activity,100,,,RANDOMIZED PARALLEL,QUADRUPLE,Doxycycline; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,the rate of improvement,Clinical Activity Score (CAS); Proptosis measured by Hertel instrument; Eyelid aperture; Lid retraction; Lid lag,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Pan Y, Chen YX, Zhang J, Lin ML, Liu GM, Xu XL, Fan XQ, Zhong Y, Li Q, Ai SM, Xu W, Tan J, Zhou HF, Xu DD, Zhang HY, Xu B, Wang S, Ma JJ, Zhang S, Gan LY, Cui JT, Li L, Xie YY, Guo X, Pan-Doh N, Zhu ZT, Lu Y, Shi YX, Xia YW, Li ZY, Liang D. Doxycycline vs Placebo at 12 Weeks in Patients With Mild Thyroid-Associated Ophthalmopathy: A Randomized Clinical Trial. JAMA Ophthalmol. 2022 Nov 1;140(11):1076-1083. doi: 10.1001/jamaophthalmol.2022.3779.",Official registry protocol,ClinicalTrials.gov; NCT02203682,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT04548284,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04548284,Glucocorticoids,,Sun Yat-sen University,Sun Yat-sen University,Mild TED,Glucocorticoid,PHASE3,UNKNOWN,2021-05,2023-06,China,Adults primary,mild_unspecified_activity,142,,,RANDOMIZED PARALLEL,SINGLE,Periorbitally Injected Glucocorticoids; Observe,See official registry record,Registry-defined; verify per protocol,See arms,Change of Clinical Activity Score (CAS) score; Change of NOSPECS score,adverse events; Quality of life questionnaires (GO-QoL),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT04548284,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT05126147,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05126147,Hydroxychloroquine,,National Taiwan University Hospital,National Taiwan University Hospital,Mild TED,Hydroxychloroquine immunomodulation,PHASE4,RECRUITING,2022-03-21,2025-09-30,Taiwan,Adults primary,mild_unspecified_activity,108,,,RANDOMIZED PARALLEL,NONE,Hydroxychloroquine; Control,See official registry record,Registry-defined; verify per protocol,See arms,The change of ophthalmic outcome,The change of quality of life (GO-QoL); The change of muscle volume (cm^3) on computed tomography; The change of fat volume (cm^3) on computed tomography; The change of orbital volume (cm^3) on computed tomography; The change of muscle density on computed tomography,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Lin CH, Wei YH, Lu JY, Li HY, Lee CW, Yang CY, Chang CH, Wu WC, Wang CY, Shih SR. A randomized controlled trial on the effect of hydroxychloroquine in mild Graves' orbitopathy (GO-HCQ): study protocol. Trials. 2025 Aug 4;26(1):272. doi: 10.1186/s13063-025-09002-6.",Official registry protocol,ClinicalTrials.gov; NCT05126147,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06389578,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06389578,Teprotumumab,,Amgen,Amgen,Mild TED,IGF-1R inhibition,PHASE1,COMPLETED,2022-07-14,2023-02-28,United States,Adults primary,mild_unspecified_activity,16,,,RANDOMIZED PARALLEL,NONE,Cohort 1; Cohort 2,See official registry record,Registry-defined; verify per protocol,See arms,Pharmacokinetics (PK): Area Under the Curve (AUC) of Teprotumumab; PK: Maximum Serum Concentration (Cmax) of Teprotumumab; Number of Participants With Adverse Events (AE),,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06389578,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06413043,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06413043,Selenium,,"All India Institute of Medical Sciences, Bhubaneswar","All India Institute of Medical Sciences, Bhubaneswar",Mild TED,Selenium / antioxidant,NA,UNKNOWN,2024-05-06,2025-08-05,India,Adults primary,mild_unspecified_activity,78,,,RANDOMIZED PARALLEL,NONE,ADD on Selenium; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,To evaluate and compare the response of add on selenium in patients with grave's ophthalmopathy,"the effects of Grave's ophthalmopathy on Patient's perception of their position in life in the context of the culture and value systems in which they live and in relation to their goals, expectations, standards and concerns; To Assess the Colour Vison; To Assess the Fundus; To Examine Thyroid Function Test",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Bartalena L, Tanda ML. Current concepts regarding Graves' orbitopathy. J Intern Med. 2022 Nov;292(5):692-716. doi: 10.1111/joim.13524. Epub 2022 Jun 1.; Burch HB, Perros P, Bednarczuk T, Cooper DS, Dolman PJ, Leung AM, Mombaerts I, Salvi M, Stan MN. Management of thyroid eye disease: a Consensus Statement by the American Thyroid Association and the European Thyroid Association. Eur Thyroid J. 2022 Dec 8;11(6):e220189. doi: 10.1530/ETJ-22-0189. Print 2022 Dec 1.; Lanzolla G, Marino M, Marcocci C. Selenium in the Treatment of Graves' Hyperthyroidism and Eye Disease. Front Endocrinol (Lausanne). 2021 Jan 26;11:608428. doi: 10.3389/fendo.2020.608428. eCollection 2020.",Official registry protocol,ClinicalTrials.gov; NCT06413043,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT05987423,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05987423,Satralizumab,,Hoffmann-La Roche,Hoffmann-La Roche,"Moderate-to-severe TED, activity not registry-specified",IL-6 / IL-6R blockade,PHASE3,COMPLETED,2023-10-26,2025-07-08,Argentina; Australia; Austria; Germany; Hong Kong; Hungary; Italy; Japan; Singapore; United States,Adults primary,moderate_severe_unspecified_activity,131,,,RANDOMIZED PARALLEL,QUADRUPLE,Satralizumab; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Percentage of Participants in the Active TED Population Who Achieved ≥ 2 Millimeters (mm) Reduction in Proptosis From Baseline at Week 24 in the Study Eye,Percentage of Participants in the Overall Population Who Achieved ≥ 2 mm Reduction in Proptosis From Baseline at Week 24 in the Study Eye; Change From Baseline in Proptosis at Week 24 in Active TED Population for Study Eye; Change From Baseline in Proptosis at Week 24 in Overall Population for Study Eye; Percentage of Participants in Active TED Population Achieving ≥ 1 Grade Reduction/Improvement in Diplopia at Week 24; Percentage of Participants in the Overall Population Achieving ≥ 1 Grade Reduction/Improvement in Diplopia at Week 24,Posted result timepoint,"Active PRR 49.0% vs 31.2%, p=0.0715; RD 17.9 points (95.03% CI −1.6 to 37.3). Some secondary activity endpoints nominally positive.",SAE 3/67 vs 2/62; clear imbalance 없음.,Week 24 quantitative results only.,"Ezra D, Collins A, Haskova Z, Kuenzel T, Ida H, Triyatni M, Brittain C, Idowu O. Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials. Ophthalmol Ther. 2025 Dec;14(12):3119-3132. doi: 10.1007/s40123-025-01255-3. Epub 2025 Oct 9.",Registry result + manual curation,[699]; [701]; ClinicalTrials.gov; NCT05987423,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial; Secondary p-values nominal/multiplicity-sensitive; primary failure를 우선.
NCT06106828,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06106828,Satralizumab,,Hoffmann-La Roche,Hoffmann-La Roche,"Moderate-to-severe TED, activity not registry-specified",IL-6 / IL-6R blockade,PHASE3,COMPLETED,2023-11-15,2025-07-24,Canada; China; France; Israel; Poland; Portugal; South Korea; Spain; United Kingdom; United States,Adults primary,moderate_severe_unspecified_activity,127,,,RANDOMIZED PARALLEL,QUADRUPLE,Satralizumab; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Percentage of Participants in the Active TED Population Who Achieved ≥ 2 Millimeters (mm) Reduction in Proptosis From Baseline at Week 24 in the Study Eye,Percentage of Participants in the Overall Population Who Achieved ≥ 2 mm Reduction in Proptosis From Baseline at Week 24 in the Study Eye; Change From Baseline in Proptosis at Week 24 in Active TED Population for Study Eye; Change From Baseline in Proptosis at Week 24 in Overall Population for Study Eye; Percentage of Participants in Active TED Population Achieving ≥ 1 Grade Reduction/Improvement in Diplopia at Week 24; Percentage of Participants in the Overall Population Achieving ≥ 1 Grade Reduction/Improvement in Diplopia at Week 24,Posted result timepoint,"Active PRR 52.9% vs 23.4%, p=0.0011; RD 28.9 points (95.03% CI 11.5–46.2); adjusted proptosis difference −1.02 mm, p=0.0027.","SAE 2/64 vs 3/62; ALT 6/64 vs 1/62, AST 4/64 vs 1/62, neutrophils decreased 4/64 vs 1/62.",No efficacy durability beyond Week 24 posted.,"Ezra D, Collins A, Haskova Z, Kuenzel T, Ida H, Triyatni M, Brittain C, Idowu O. Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials. Ophthalmol Ther. 2025 Dec;14(12):3119-3132. doi: 10.1007/s40123-025-01255-3. Epub 2025 Oct 9.",Registry result + manual curation,[699]; [701]; ClinicalTrials.gov; NCT06106828,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial; Secondary p-values multiplicity caution; satralizumab TED indication pending at cutoff.
NCT06769984,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06769984,SCTT11,,Sinocelltech Ltd.,Sinocelltech Ltd.,"Moderate-to-severe TED, activity not registry-specified",Target not publicly verified,PHASE1; PHASE2,NOT_YET_RECRUITING,2025-02-19,2026-06-24,,Adults primary,moderate_severe_unspecified_activity,100,,,RANDOMIZED PARALLEL,DOUBLE,"SCTT11 dose 1, dose 2, dose 3, dose 4; Placebo dose 1, dose 2, dose 3, dose 4",See official registry record,Registry-defined; verify per protocol,See arms,"The occurrences of treatment-emergent adverse events (TEAE), treatment-related TEAE (TRAE), serious adverse events (SAE), and adverse events of special interest (AESI); Proptosis Responder Rate in the study eye",Change from baseline in proptosis in the study eye as measured by exophthalmometer; Change from baseline in Clinical Activity Score (CAS); Diplopia Responder Rate; Proportion of participants with a CAS of zero or one in the study eye; SCTT11 concentrations in the blood over time,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06769984,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07438405,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07438405,AMG 732,,Amgen,Amgen,"Moderate-to-severe TED, activity not registry-specified",IGF-1R inhibition,PHASE2,RECRUITING,2026-05-07,2028-01-29,Poland; Spain; Taiwan; United States,Adults primary,moderate_severe_unspecified_activity,30,,,NA SINGLE_GROUP,NONE,AMG 732,See official registry record,Registry-defined; verify per protocol,See arms,Number of Participants who are Proptosis Responders in the Trial Eye at Week 24 in Participants with TED who are Defined as Primary Nonresponders or Relapsed During the Safety Follow-up in the Parent Trial,Change from Baseline at Week 24 in Proptosis Measurement by an Exophthalmometer in the Trial Eye in Participants with TED who are Defined as Primary Nonresponders or Relapsed During the Safety Follow-up in the Parent Trial; Number of Participants who are Proptosis Responders in the Trial Eye at Week 24 in Participants with TED who had Relapse after Achieving Proptosis Response in the Parent Trial; Change from Baseline at Week 24 in Proptosis Measurement by an Exophthalmometer in the Trial Eye in Participants with TED who had Relapse after Achieving Proptosis Response in the Parent Trial; Number of Participants who are Proptosis Responders in the Trial Eye at Week 24 in Participants with TED who were Defined as Primary Nonresponders in the Parent Trial; Change from Baseline at Week 24 in Proptosis Measurement by an Exophthalmometer in the Trial Eye in Participants with TED who were Defined as Primary Nonresponders in the Parent Trial,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07438405,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
