blind_order,blind_id,adjudication_batch,claim_id,claim_type,blind_verdict,blind_failure_mode,adjudication_rationale,evidence_reviewed,precheck_status,resolution,source_ids,exact_anchors,canonical_artifact,canonical_row_ids,blind_packet_sha256,review_date,data_cut,review_independence
153,BLIND-0153,BATCH-07,TRIAL-018-EFFICACY,trial_efficacy_result,support,support,"For NCT05276063, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=831 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05276063 | canonical=result_trial_curation_v2.csv::trial_id=NCT05276063; field=efficacy,PASS,NA (no correction required),831,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05276063,result_trial_curation_v2.csv,trial_id=NCT05276063; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
154,BLIND-0154,BATCH-07,REG-UK-LUMVOA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-UK-TED-LUMVOA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=749 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA; field=reimbursement_access,PASS,NA (no correction required),749,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-UK-TED-LUMVOA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
155,BLIND-0155,BATCH-07,METHOD-012,internal_status_count,support,support,Recounted the status-specific trial subset as 5; claim text/value and frozen clinical-trial artifact hash matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::field=overall_status | value=WITHDRAWN | canonical=clinical_trials_v2.csv::field=overall_status; value=WITHDRAWN,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::field=overall_status | value=WITHDRAWN,clinical_trials_v2.csv,field=overall_status; value=WITHDRAWN,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
156,BLIND-0156,BATCH-07,METHOD-003,internal_inventory_count,support,support,Recomputed inventory value 168 from clinical_trials_v2.csv at all rows; unique trial_id; frozen artifact hash and claim value matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::all rows | unique trial_id | canonical=clinical_trials_v2.csv::all rows; unique trial_id,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::all rows | unique trial_id,clinical_trials_v2.csv,all rows; unique trial_id,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
157,BLIND-0157,BATCH-07,TRIAL-024-EFFICACY,trial_efficacy_result,support,support,"For NCT06226545, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=853 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06226545 | canonical=result_trial_curation_v2.csv::trial_id=NCT06226545; field=efficacy,PASS,NA (no correction required),853,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06226545,result_trial_curation_v2.csv,trial_id=NCT06226545; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
158,BLIND-0158,BATCH-07,TRIAL-020-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT05987423, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=844 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05987423 | canonical=result_trial_curation_v2.csv::trial_id=NCT05987423; field=primary_interpretation,PASS,NA (no correction required),844,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05987423,result_trial_curation_v2.csv,trial_id=NCT05987423; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
159,BLIND-0159,BATCH-07,ASSET-027,complete_asset_inventory_row,support,support,"For MER511, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=6; 7; 8; 898 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=MER511;row_sha256=bb948379c81d2409fee4f58e15ba4bdd0b8f31183c31869e2de2b4488b2e964d | canonical=pipeline_assets_v2.csv::asset=MER511,PASS,NA (no correction required),6; 7; 8; 898,CANONICAL:pipeline_assets_v2.csv::asset=MER511;row_sha256=bb948379c81d2409fee4f58e15ba4bdd0b8f31183c31869e2de2b4488b2e964d,pipeline_assets_v2.csv,asset=MER511,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
160,BLIND-0160,BATCH-07,DIRECT-LCA-MECHANISM,direct_program_mechanism_or_status,support,support,The sponsor anchors identify an anti-TSHR-autoantibody LYTAC degrader designed to bind/eliminate autoantibodies without intended general immunosuppression. The sentence attributes this to sponsor design and does not claim demonstrated human benefit.,sources=1 | exact_anchors=DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM; DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN | canonical=claim_evidence_anchors_v2.csv::DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM;DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN,PASS,NA (no correction required),1,DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM; DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM;DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
161,BLIND-0161,BATCH-07,TRIAL-007-EFFICACY,trial_efficacy_result,support,support,"For NCT02713256, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=796 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02713256 | canonical=result_trial_curation_v2.csv::trial_id=NCT02713256; field=efficacy,PASS,NA (no correction required),796,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02713256,result_trial_curation_v2.csv,trial_id=NCT02713256; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
162,BLIND-0162,BATCH-07,ASSET-SUMMARY-TARGET-UNKNOWN,internal_asset_retention_count,support,support,Recomputed 4 target-unverified/registry-unspecified assets and verified that each named asset occurs in the canonical 48-row inventory.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::field=target startswith 'Not ' | canonical=pipeline_assets_v2.csv::field=target startswith 'Not ',PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:pipeline_assets_v2.csv::field=target startswith 'Not ',pipeline_assets_v2.csv,field=target startswith 'Not ',bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
163,BLIND-0163,BATCH-07,POP-OLDER-001,blind_pre_adjudication_failed_claim,insufficient,insufficient,"The older-adult SoC rows support cardiovascular comorbidity and general drug/procedural toxicity, but do not support the full glycemic, hearing, and glucocorticoid modifier list in this sentence.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::category=GD in older adults across five regions | canonical=soc_outcomes_v2.csv::category=GD in older adults across five regions,PASS,Removed from display and replaced by POP-OLDER-002; original wording retained ledger-only.,NA (internal canonical evidence),CANONICAL:soc_outcomes_v2.csv::category=GD in older adults across five regions,soc_outcomes_v2.csv,category=GD in older adults across five regions,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
164,BLIND-0164,BATCH-07,ASSET-004,complete_asset_inventory_row,support,support,"For ATX-GD-59, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=253; 800; 854 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;row_sha256=64ab0627a0f3ef5580db9641dfd43542ef53d02f89993e2e6a3b82f82e73052b | canonical=pipeline_assets_v2.csv::asset=ATX-GD-59,PASS,NA (no correction required),253; 800; 854,CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;row_sha256=64ab0627a0f3ef5580db9641dfd43542ef53d02f89993e2e6a3b82f82e73052b,pipeline_assets_v2.csv,asset=ATX-GD-59,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
165,BLIND-0165,BATCH-07,ASSET-031,complete_asset_inventory_row,support,support,"For Rabbit anti-thymocyte globulin, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=830 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Rabbit anti-thymocyte globulin;row_sha256=2ee78ed90429ed86a451da18721666d64f08591786e66b9cbd68644b12b30d3d | canonical=pipeline_assets_v2.csv::asset=Rabbit anti-thymocyte globulin,PASS,NA (no correction required),830,CANONICAL:pipeline_assets_v2.csv::asset=Rabbit anti-thymocyte globulin;row_sha256=2ee78ed90429ed86a451da18721666d64f08591786e66b9cbd68644b12b30d3d,pipeline_assets_v2.csv,asset=Rabbit anti-thymocyte globulin,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
166,BLIND-0166,BATCH-07,DIRECT-OTHER-03,direct_program_inventory_status,support,support,"For ATX-GD-59, target, highest stage, status, and trial linkage matched the canonical asset row and resolved source/registry mappings; no efficacy inference was added.","sources=253; 800; 854 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;fields=target,highest_stage,status,trial_ids | canonical=pipeline_assets_v2.csv::asset=ATX-GD-59",PASS,NA (no correction required),253; 800; 854,"CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;fields=target,highest_stage,status,trial_ids",pipeline_assets_v2.csv,asset=ATX-GD-59,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
167,BLIND-0167,BATCH-07,ASSET-015,complete_asset_inventory_row,support,support,"For IBI311, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=842; 851; 856; 866; 883; 886; 887; 888 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=IBI311;row_sha256=89ff2ec837e001ca9f198e89b2e7e8898b5b53952bd79cda9abec2ebaa454798 | canonical=pipeline_assets_v2.csv::asset=IBI311,PASS,NA (no correction required),842; 851; 856; 866; 883; 886; 887; 888,CANONICAL:pipeline_assets_v2.csv::asset=IBI311;row_sha256=89ff2ec837e001ca9f198e89b2e7e8898b5b53952bd79cda9abec2ebaa454798,pipeline_assets_v2.csv,asset=IBI311,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
168,BLIND-0168,BATCH-07,ASSET-001,complete_asset_inventory_row,support,support,"For Aflibercept, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=815 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Aflibercept;row_sha256=df1472ba035cb948f596978d4dc361b709494a33b03077f4516133906cd3ecb0 | canonical=pipeline_assets_v2.csv::asset=Aflibercept,PASS,NA (no correction required),815,CANONICAL:pipeline_assets_v2.csv::asset=Aflibercept;row_sha256=df1472ba035cb948f596978d4dc361b709494a33b03077f4516133906cd3ecb0,pipeline_assets_v2.csv,asset=Aflibercept,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
169,BLIND-0169,BATCH-07,TRIAL-014-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT03938545, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=813 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT03938545 | canonical=result_trial_curation_v2.csv::trial_id=NCT03938545; field=primary_interpretation,PASS,NA (no correction required),813,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT03938545,result_trial_curation_v2.csv,trial_id=NCT03938545; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
170,BLIND-0170,BATCH-07,SOC-CONFLICT-JP-FCQ1,pregnancy_timing_guidance,support,support,FCQ1 and its explanatory anchor both specify MMI avoidance from pregnancy 5w0d through 9w6d. The claim does not merge this with BCQ2.,"sources=741; 743 | exact_anchors=SOURCE_ANCHOR:JP-JTA2019-FCQ1; SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION | canonical=source_anchors_v2.csv::anchors=JP-JTA2019-FCQ1,JP-JTA2020-FCQ1-EXPLANATION",PASS,NA (no correction required),741; 743,SOURCE_ANCHOR:JP-JTA2019-FCQ1; SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION,source_anchors_v2.csv,"anchors=JP-JTA2019-FCQ1,JP-JTA2020-FCQ1-EXPLANATION",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
171,BLIND-0171,BATCH-07,REG-EU-TEPEZZA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-EU-TED-TEPEZZA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=751 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA; field=reimbursement_access,PASS,NA (no correction required),751,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-EU-TED-TEPEZZA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
172,BLIND-0172,BATCH-07,TRIAL-015-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT04583735, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=817 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT04583735 | canonical=result_trial_curation_v2.csv::trial_id=NCT04583735; field=primary_interpretation,PASS,NA (no correction required),817,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT04583735,result_trial_curation_v2.csv,trial_id=NCT04583735; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
173,BLIND-0173,BATCH-07,ENDPOINT-006,analytical_endpoint_definition,support,support,"Across the SoC matrix, RAI and thyroidectomy are thyroid-source/destructive or surgical control states and are not equated with disappearance of pathogenic autoimmunity or TED.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics | canonical=plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv::frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
174,BLIND-0174,BATCH-07,TRIAL-019-DURABILITY,trial_durability_result_or_limit,support,support,"For NCT05907668, the durability field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=843 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05907668 | canonical=result_trial_curation_v2.csv::trial_id=NCT05907668; field=durability,PASS,NA (no correction required),843,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05907668,result_trial_curation_v2.csv,trial_id=NCT05907668; field=durability,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
175,BLIND-0175,BATCH-07,POP-RELAPSED-002,analytical_population_boundary,support,support,"Verified the exact special-population category locator (categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions) across five regions and confirmed nonblank endpoint/risk boundaries; claim-specific category checks passed.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions | canonical=soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",soc_outcomes_v2.csv,"categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
176,BLIND-0176,BATCH-08,TRIAL-002-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT01114503, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=767 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01114503 | canonical=result_trial_curation_v2.csv::trial_id=NCT01114503; field=primary_interpretation,PASS,NA (no correction required),767,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01114503,result_trial_curation_v2.csv,trial_id=NCT01114503; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
177,BLIND-0177,BATCH-08,ASSET-024,complete_asset_inventory_row,support,support,"For Linsitinib, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=714; 715; 831; 850; 919 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Linsitinib;row_sha256=713992b7cc0f17d34069901a3985d2804453bc2ee0c74c8740d0b26518d59852 | canonical=pipeline_assets_v2.csv::asset=Linsitinib,PASS,NA (no correction required),714; 715; 831; 850; 919,CANONICAL:pipeline_assets_v2.csv::asset=Linsitinib;row_sha256=713992b7cc0f17d34069901a3985d2804453bc2ee0c74c8740d0b26518d59852,pipeline_assets_v2.csv,asset=Linsitinib,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
178,BLIND-0178,BATCH-08,HIST-JP-MERGED-WINDOW,historical_failed_claim,endpoint_mismatch,endpoint_mismatch,The claim merges BCQ2's broader 4w0d–15w6d first-choice exception with FCQ1's exact 5w0d–9w6d MMI-avoidance interval; these are different questions/endpoints.,sources=741; 743 | exact_anchors=SOURCE_ANCHOR:JP-JTA2019-FCQ1; SOURCE_ANCHOR:JP-JTA2019-BCQ2; SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION | canonical=source_anchors_v2.csv::SOURCE_ANCHOR:JP-JTA2019-FCQ1;SOURCE_ANCHOR:JP-JTA2019-BCQ2;SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION,PASS,Ledger-only; split into SOC-CONFLICT-JP-FCQ1 and SOC-CONFLICT-JP-BCQ2.,741; 743,SOURCE_ANCHOR:JP-JTA2019-FCQ1; SOURCE_ANCHOR:JP-JTA2019-BCQ2; SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION,source_anchors_v2.csv,SOURCE_ANCHOR:JP-JTA2019-FCQ1;SOURCE_ANCHOR:JP-JTA2019-BCQ2;SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
179,BLIND-0179,BATCH-08,DIRECT-OTHER-04,direct_program_inventory_status,support,support,"For IBI3031, target, highest stage, status, and trial linkage matched the canonical asset row and resolved source/registry mappings; no efficacy inference was added.","sources=619; 913 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=target,highest_stage,status,trial_ids | canonical=pipeline_assets_v2.csv::asset=IBI3031",PASS,NA (no correction required),619; 913,"CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=target,highest_stage,status,trial_ids",pipeline_assets_v2.csv,asset=IBI3031,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
180,BLIND-0180,BATCH-08,LIMIT-004,analytical_score_limitation,support,support,"The canonical asset schema stores weighted R&D potential and evidence confidence as separate fields, and r_and_d_score_scope states that confidence remains separate. The claim blocks clinical-efficacy/probability interpretation.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope | canonical=pipeline_assets_v2.csv::fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",pipeline_assets_v2.csv,"fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
181,BLIND-0181,BATCH-08,ASSET-007,complete_asset_inventory_row,support,support,"For Celecoxib, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=798 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Celecoxib;row_sha256=bcb960c69c6ef55a7c81d83446576491e231486826994306dec66dd208b17afd | canonical=pipeline_assets_v2.csv::asset=Celecoxib,PASS,NA (no correction required),798,CANONICAL:pipeline_assets_v2.csv::asset=Celecoxib;row_sha256=bcb960c69c6ef55a7c81d83446576491e231486826994306dec66dd208b17afd,pipeline_assets_v2.csv,asset=Celecoxib,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
182,BLIND-0182,BATCH-08,LIMIT-002,evidence_depth_limitation,support,support,"Sources 1/6 are sponsor pages, 2/7 are registries, and 8 is a congress abstract with preclinical/patient-sample evidence. None is a peer-reviewed full-paper human outcome result for these programs.","sources=1; 2; 6; 7; 8 | exact_anchors=DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN; DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:MER511-SPONSOR-PRECISION-DESIGN; DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD; DIRECT_ANCHOR:MER511-OR31-CONSTRUCT | canonical=claim_evidence_anchors_v2.csv::source_ids=1,2,6,7,8; fields=access_depth,evidence_role,uncertainty",PASS,NA (no correction required),1; 2; 6; 7; 8,DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN; DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:MER511-SPONSOR-PRECISION-DESIGN; DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD; DIRECT_ANCHOR:MER511-OR31-CONSTRUCT,claim_evidence_anchors_v2.csv,"source_ids=1,2,6,7,8; fields=access_depth,evidence_role,uncertainty",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
183,BLIND-0183,BATCH-08,ASSET-012,complete_asset_inventory_row,support,support,"For HN2301 in-vivo CAR-T, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=900 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=HN2301 in-vivo CAR-T;row_sha256=fb3ee05c1963ced19447552369b8fea5e188865ba7613a7a14e1d3fa02d0b25c | canonical=pipeline_assets_v2.csv::asset=HN2301 in-vivo CAR-T,PASS,NA (no correction required),900,CANONICAL:pipeline_assets_v2.csv::asset=HN2301 in-vivo CAR-T;row_sha256=fb3ee05c1963ced19447552369b8fea5e188865ba7613a7a14e1d3fa02d0b25c,pipeline_assets_v2.csv,asset=HN2301 in-vivo CAR-T,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
