blind_order,blind_id,claim_id,claim_type,machine_status,checks_total,checks_failed,failed_checks,evidence_locator,source_ids,exact_anchor_count,evidence_digest,claim_text,value
149,BLIND-0149,TRIAL-014-EFFICACY,trial_efficacy_result,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT03938545; field=efficacy,813,1,TRIAL-RESULT-NCT03938545: ASCEND GO-2의 Week 13 clinical primary comparisons는 nonsignificant였지만 IgG/anti-TSHR PD는 dose-related였다.,"NCT03938545: PRR: 680 mg 30.0% (p=0.1993), 340 mg 30.8% (p=0.1016), 255 mg 0% (p=0.2963), placebo 8.3%.","PRR: 680 mg 30.0% (p=0.1993), 340 mg 30.8% (p=0.1016), 255 mg 0% (p=0.2963), placebo 8.3%."
150,BLIND-0150,SOC-CONFLICT-NICE,source_timing_disclosure,PASS,6,0,NA (no failed structural checks),"source_anchors_v2.csv::anchors=UK-NICE-TEPEZZA-EXPECTED-DATE-TBC,UK-NICE-TEPEZZA-IN-PROGRESS,UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE,UK-NICE-TEPEZZA-DRAFT-NOT-FINAL",732; 733,4,UK-NICE-TEPEZZA-EXPECTED-DATE-TBC: Expected publication date: TBC || UK-NICE-TEPEZZA-IN-PROGRESS: Status: In progress Technology type: Medicine Decision: Selected Decision publication date: 10 April 2024 Prioritisation programme: Medicine || UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE: Provisional Schedule Draft guidance: 08 September 2026 - 29 September 2026 Committee meeting: 3: 05 January 2027,"NICE appraisal는 expected publication date TBC, status In progress이며, 2026-09 consultation 및 2027-01 committee 일정은 provisional이고 draft는 final guidance가 아니다.","NICE appraisal는 expected publication date TBC, status In progress이며, 2026-09 consultation 및 2027-01 committee 일정은 provisional이고 draft는 final guidance가 아니다."
151,BLIND-0151,TRIAL-018-EFFICACY,trial_efficacy_result,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT05276063; field=efficacy,831,1,TRIAL-RESULT-NCT05276063: linsitinib high dose는 Week 24 PRR와 overall response를 유의하게 개선했으나 low dose primary comparison은 유의하지 않았다.,"NCT05276063: PRR 150 mg BID 51.7% vs 18.8%, p=0.01, RD 0.345 (95% CI 0.098–0.593); 75 mg 38.9%, p=0.090; GO-QOL difference +10.776, p=0.002.","PRR 150 mg BID 51.7% vs 18.8%, p=0.01, RD 0.345 (95% CI 0.098–0.593); 75 mg 38.9%, p=0.090; GO-QOL difference +10.776, p=0.002."
152,BLIND-0152,REG-UK-LUMVOA-ACCESS,regional_reimbursement_access_status,PASS,9,0,NA (no failed structural checks),soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA; field=reimbursement_access,749,1,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA;field=reimbursement_access,United Kingdom Lumvoa reimbursement/access: unresolved,unresolved
153,BLIND-0153,METHOD-012,internal_status_count,PASS,7,0,NA (no failed structural checks),clinical_trials_v2.csv::field=overall_status; value=WITHDRAWN,NA (internal canonical evidence),1,CANONICAL:clinical_trials_v2.csv::field=overall_status | value=WITHDRAWN,WITHDRAWN status trial은 5개였다.,5
154,BLIND-0154,METHOD-003,internal_inventory_count,PASS,6,0,NA (no failed structural checks),clinical_trials_v2.csv::all rows; unique trial_id,NA (internal canonical evidence),1,CANONICAL:clinical_trials_v2.csv::all rows | unique trial_id,최종 clinical trial inventory에는 168개 unique trial이 포함되었다.,168
155,BLIND-0155,TRIAL-024-EFFICACY,trial_efficacy_result,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT06226545; field=efficacy,853,1,TRIAL-RESULT-NCT06226545: LASN01은 Week 37 CAS response 신호를 보였지만 PRR는 placebo와 유사했다.,"NCT06226545: CAS response 15/17 (88.2%) vs 4/9 (44.4%), p=0.028; PRR 6/17 (35.3%) vs 3/9 (33.3%).","CAS response 15/17 (88.2%) vs 4/9 (44.4%), p=0.028; PRR 6/17 (35.3%) vs 3/9 (33.3%)."
156,BLIND-0156,TRIAL-020-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT05987423; field=primary_interpretation,844,1,TRIAL-RESULT-NCT05987423: SatraGO-1 active-TED Week 24 primary PRR는 실패했다.,NCT05987423: SatraGO-1 active-TED Week 24 primary PRR는 실패했다.,negative_primary_secondary_signals
157,BLIND-0157,ASSET-027,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=MER511,6; 7; 8; 898,1,CANONICAL:pipeline_assets_v2.csv::asset=MER511;row_sha256=bb948379c81d2409fee4f58e15ba4bdd0b8f31183c31869e2de2b4488b2e964d,MER511: indication=GD; potential TED; target=anti-TSHR autoantibodies and cognate B-cell sources; highest_stage=Phase 1; status=Recruiting; tier=Core; evidence_confidence=Low–moderate.,Phase 1 | Recruiting | Low–moderate
158,BLIND-0158,DIRECT-LCA-MECHANISM,direct_program_mechanism_or_status,PASS,6,0,NA (no failed structural checks),claim_evidence_anchors_v2.csv::DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM;DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN,1,2,LCA0321-SPONSOR-IDENTITY-MECHANISM: | LCA-0321 | a-TSHR AAbs LYTAC degrader | Graves’ Disease | | | | | || LCA0321-SPONSOR-DESIGN: LCA-0321 is designed to specifically bind and rapidly eliminate the disease-causing Thyroid Stimulating Hormone Receptor (TSHR) autoantibodi,"LCA-0321은 anti-TSHR autoantibodies를 선택적으로 결합·제거하도록 설계된 LYTAC degrader이며, sponsor는 general immunosuppression 없이 driver 제거를 목표로 설명한다.","LCA-0321은 anti-TSHR autoantibodies를 선택적으로 결합·제거하도록 설계된 LYTAC degrader이며, sponsor는 general immunosuppression 없이 driver 제거를 목표로 설명한다."
159,BLIND-0159,TRIAL-007-EFFICACY,trial_efficacy_result,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT02713256; field=efficacy,796,1,TRIAL-RESULT-NCT02713256: iscalimab 단일군에서 Week 12 TSH normalization은 0%였다.,NCT02713256: 13 evaluable: TSH normalization 0%; total T3 below ULN 38.5%; FT4 below ULN 30.8%.,13 evaluable: TSH normalization 0%; total T3 below ULN 38.5%; FT4 below ULN 30.8%.
160,BLIND-0160,LIMIT-004,analytical_score_limitation,PASS,6,0,NA (no failed structural checks),"pipeline_assets_v2.csv::fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",NA (internal canonical evidence),1,"CANONICAL:pipeline_assets_v2.csv::fields=weighted_potential_0_3,evidence_confidence,r_and_d_score_scope",Complete asset table의 R&D potential과 evidence confidence는 서로 다른 축이며 clinical efficacy 또는 probability로 해석할 수 없다.,Complete asset table의 R&D potential과 evidence confidence는 서로 다른 축이며 clinical efficacy 또는 probability로 해석할 수 없다.
161,BLIND-0161,ASSET-004,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=ATX-GD-59,253; 800; 854,1,CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;row_sha256=64ab0627a0f3ef5580db9641dfd43542ef53d02f89993e2e6a3b82f82e73052b,ATX-GD-59: indication=GD; target=TSHR-reactive T cells; highest_stage=Phase 1 completed; status=Completed; follow-on WP1302 suspended; tier=Core; evidence_confidence=Low–moderate.,Phase 1 completed | Completed; follow-on WP1302 suspended | Low–moderate
162,BLIND-0162,ASSET-031,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=Rabbit anti-thymocyte globulin,830,1,CANONICAL:pipeline_assets_v2.csv::asset=Rabbit anti-thymocyte globulin;row_sha256=2ee78ed90429ed86a451da18721666d64f08591786e66b9cbd68644b12b30d3d,Rabbit anti-thymocyte globulin: indication=Active moderate-to-severe TED; target=T lymphocytes; highest_stage=Highest registered phase: NA; status=Registered statuses: UNKNOWN; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,Highest registered phase: NA | Registered statuses: UNKNOWN | Low (registry-level completeness row; not an efficacy judgment)
163,BLIND-0163,DIRECT-OTHER-03,direct_program_inventory_status,PASS,7,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=ATX-GD-59,253; 800; 854,1,"CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;fields=target,highest_stage,status,trial_ids",ATX-GD-59: target=TSHR-reactive T cells; highest_stage=Phase 1 completed; status=Completed; follow-on WP1302 suspended; trial_ids=NCT02973802; NCT06240455.,Phase 1 completed | Completed; follow-on WP1302 suspended
164,BLIND-0164,ASSET-015,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=IBI311,842; 851; 856; 866; 883; 886; 887; 888,1,CANONICAL:pipeline_assets_v2.csv::asset=IBI311;row_sha256=89ff2ec837e001ca9f198e89b2e7e8898b5b53952bd79cda9abec2ebaa454798,"IBI311: indication=Active TED; Active moderate-to-severe TED; Chronic/inactive TED; TED, active and chronic/inactive cohorts; target=IGF-1R; highest_stage=Highest registered phase: PHASE4; status=Registered statuses: COMPLETED; RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).",Highest registered phase: PHASE4 | Registered statuses: COMPLETED; RECRUITING | Low (registry-level completeness row; not an efficacy judgment)
165,BLIND-0165,ASSET-001,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=Aflibercept,815,1,CANONICAL:pipeline_assets_v2.csv::asset=Aflibercept;row_sha256=df1472ba035cb948f596978d4dc361b709494a33b03077f4516133906cd3ecb0,Aflibercept: indication=Active TED; target=VEGF-A/PlGF; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: COMPLETED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,Highest registered phase: PHASE2 | Registered statuses: COMPLETED | Low (registry-level completeness row; not an efficacy judgment)
166,BLIND-0166,TRIAL-014-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT03938545; field=primary_interpretation,813,1,TRIAL-RESULT-NCT03938545: ASCEND GO-2의 Week 13 clinical primary comparisons는 nonsignificant였지만 IgG/anti-TSHR PD는 dose-related였다.,NCT03938545: ASCEND GO-2의 Week 13 clinical primary comparisons는 nonsignificant였지만 IgG/anti-TSHR PD는 dose-related였다.,negative_primary_pd_positive
167,BLIND-0167,SOC-CONFLICT-JP-FCQ1,pregnancy_timing_guidance,PASS,6,0,NA (no failed structural checks),"source_anchors_v2.csv::anchors=JP-JTA2019-FCQ1,JP-JTA2020-FCQ1-EXPLANATION",741; 743,2,"JP-JTA2019-FCQ1: FCQ 1 妊娠初期 における 薬物治療 は， 第一選択薬 として 何が推奨 されるか？ 
●妊娠初期 は催奇形性 の観点 から 妊娠 5 週 0 日 から 9 週 6 日 までは チアマゾー ル（M M I ）を避け
るべきである． 【強く推奨 する】 ［ エビデンスレベル B || JP-JTA2020-FCQ1-EXPLANATION: 要旨 『バセドウ病治療ガイドライン2019』のFCQ（Foreground Clinical Question）1には，「妊娠初期における薬物治療は，第一選択薬として何が推奨されるか？」という質問が選択された。『バセドウ病治療ガイドライン2011』が作成された時点では曖昧であった",Japan FCQ1의 MMI avoidance interval은 임신 5w0d–9w6d이다.,Japan FCQ1의 MMI avoidance interval은 임신 5w0d–9w6d이다.
168,BLIND-0168,REG-EU-TEPEZZA-ACCESS,regional_reimbursement_access_status,PASS,8,0,NA (no failed structural checks),soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA; field=reimbursement_access,751,1,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=reimbursement_access,EU/EEA Tepezza reimbursement/access: Member-State-specific; EU-wide reimbursement claim을 하지 않으며 status는 국가별 unresolved,Member-State-specific; EU-wide reimbursement claim을 하지 않으며 status는 국가별 unresolved
169,BLIND-0169,TRIAL-015-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT04583735; field=primary_interpretation,817,1,TRIAL-RESULT-NCT04583735: chronic/low-activity TED에서도 teprotumumab은 Week 24 proptosis를 유의하게 개선했다.,NCT04583735: chronic/low-activity TED에서도 teprotumumab은 Week 24 proptosis를 유의하게 개선했다.,positive_randomized
170,BLIND-0170,ENDPOINT-006,analytical_endpoint_definition,PASS,6,0,NA (no failed structural checks),soc_outcomes_v2.csv::field=endpoint_semantics across 75 regional rows,NA (internal canonical evidence),1,CANONICAL:soc_outcomes_v2.csv::field=endpoint_semantics across 75 regional rows,RAI 또는 thyroidectomy에 의한 thyroid-source control은 pathogenic autoimmunity나 TED의 소실을 의미하지 않는다.,NA (not a scalar claim)
171,BLIND-0171,TRIAL-019-DURABILITY,trial_durability_result_or_limit,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT05907668; field=durability,843,1,TRIAL-RESULT-NCT05907668: batoclimab+background ATD에서 biochemical control 및 ATD reduction 신호가 있었지만 remission/cure 증거는 아니다.,NCT05907668: Off-ATD normalization은 해당 시점의 상태이며 durable remission 추적 아님.,Off-ATD normalization은 해당 시점의 상태이며 durable remission 추적 아님.
172,BLIND-0172,POTENTIAL-05,internal_rd_potential_confidence,PASS,7,0,NA (no failed structural checks),"pipeline_assets_v2.csv::asset=ATX-GD-59;fields=weighted_potential_0_3,evidence_confidence",NA (internal canonical evidence),1,"CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;fields=weighted_potential_0_3,evidence_confidence",ATX-GD-59: hypothesis-weighted R&D potential=2.5/3; evidence confidence=Low–moderate.,2.5
173,BLIND-0173,TRIAL-002-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT01114503; field=primary_interpretation,767,1,TRIAL-RESULT-NCT01114503: n=2로 효능 해석이 불가능하며 dose 이해를 기다리며 종료되었다.,NCT01114503: n=2로 효능 해석이 불가능하며 dose 이해를 기다리며 종료되었다.,terminated_uninterpretable
174,BLIND-0174,ASSET-024,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=Linsitinib,714; 715; 831; 850; 919,1,CANONICAL:pipeline_assets_v2.csv::asset=Linsitinib;row_sha256=713992b7cc0f17d34069901a3985d2804453bc2ee0c74c8740d0b26518d59852,Linsitinib: indication=TED; target=IGF-1R/insulin receptor kinase; highest_stage=Phase 3; status=ORBIT recruiting; tier=Comparator; evidence_confidence=Moderate.,Phase 3 | ORBIT recruiting | Moderate
175,BLIND-0175,HIST-JP-MERGED-WINDOW,historical_failed_claim,PASS,6,0,NA (no failed structural checks),source_anchors_v2.csv::SOURCE_ANCHOR:JP-JTA2019-FCQ1;SOURCE_ANCHOR:JP-JTA2019-BCQ2;SOURCE_ANCHOR:JP-JTA2020-FCQ1-EXPLANATION,741; 743,3,"JP-JTA2019-FCQ1: FCQ 1 妊娠初期 における 薬物治療 は， 第一選択薬 として 何が推奨 されるか？ 
●妊娠初期 は催奇形性 の観点 から 妊娠 5 週 0 日 から 9 週 6 日 までは チアマゾー ル（M M I ）を避け
るべきである． 【強く推奨 する】 ［ エビデンスレベル B || JP-JTA2019-BCQ2: BCQ2 抗甲状腺薬治療 の第一選択 は何か？ 
●抗甲状腺薬 の第一選択 は， 妊娠初 期（器官形成期 の妊娠 4 週 0 日 から 15 週 6 日 ）を除き， M M I 
とする． 
 || JP-JTA2020-FCQ1-EXPLANATION: 要旨 『バセドウ病治療ガイドライン2019』のFCQ（Foreground Clinical Question）1には，「妊娠初期における薬物治療は，第一選択薬として何が推奨されるか？」という質問が選択された。『バセドウ病治療ガイドライン2011』が作成された時点では曖昧であった",Japan guideline defines a single MMI-avoidance pregnancy window of 4w0d–15w6d.,Japan guideline defines a single MMI-avoidance pregnancy window of 4w0d–15w6d.
176,BLIND-0176,DIRECT-OTHER-04,direct_program_inventory_status,PASS,7,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=IBI3031,619; 913,1,"CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=target,highest_stage,status,trial_ids",IBI3031: target=IGF-1R and TSHR; highest_stage=Phase 1; status=Recruiting/early; trial_ids=NCT07622368.,Phase 1 | Recruiting/early
177,BLIND-0177,POP-RELAPSED-001,analytical_population_boundary,PASS,6,0,NA (no failed structural checks),soc_outcomes_v2.csv::category=Relapsed/refractory GD or TED across five regions,NA (internal canonical evidence),1,CANONICAL:soc_outcomes_v2.csv::category=Relapsed/refractory GD or TED across five regions,"Relapsed/refractory populations에서는 post-ATD relapse, post-RAI persistence, TED nonresponse/flare 및 selected open-label retreatment를 별도 state로 기록한다.","Relapsed/refractory populations에서는 post-ATD relapse, post-RAI persistence, TED nonresponse/flare 및 selected open-label retreatment를 별도 state로 기록한다."
178,BLIND-0178,ASSET-007,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=Celecoxib,798,1,CANONICAL:pipeline_assets_v2.csv::asset=Celecoxib;row_sha256=bcb960c69c6ef55a7c81d83446576491e231486826994306dec66dd208b17afd,Celecoxib: indication=Active TED; target=COX-2; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: TERMINATED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,Highest registered phase: PHASE2 | Registered statuses: TERMINATED | Low (registry-level completeness row; not an efficacy judgment)
179,BLIND-0179,LIMIT-002,evidence_depth_limitation,PASS,6,0,NA (no failed structural checks),"claim_evidence_anchors_v2.csv::source_ids=1,2,6,7,8; fields=access_depth,evidence_role,uncertainty",1; 2; 6; 7; 8,5,"LCA0321-SPONSOR-DESIGN: LCA-0321 is designed to specifically bind and rapidly eliminate the disease-causing Thyroid Stimulating Hormone Receptor (TSHR) autoantibodi || LCA0321-CTIS-PHASE-STATUS: 2025-524053-14-00 Protocol LCA-0321-01 Human pharmacology (Phase I) - First administration to humans Ongoing, recruiting || MER511-SPONSOR-PRECISION-DESIGN: Merida is developing MER511, a precision biologic designed to selectively eliminate pathogenic autoantibodies and their B-cell sources while","일부 direct-program evidence는 congress abstract, sponsor 또는 registry source이며 peer-reviewed full-paper human outcome evidence가 아니다.",abstract/sponsor/registry; no full-paper human outcome result
180,BLIND-0180,ASSET-012,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=HN2301 in-vivo CAR-T,900,1,CANONICAL:pipeline_assets_v2.csv::asset=HN2301 in-vivo CAR-T;row_sha256=fb3ee05c1963ced19447552369b8fea5e188865ba7613a7a14e1d3fa02d0b25c,HN2301 in-vivo CAR-T: indication=GD / autoimmune hyperthyroidism; target=CD19/BCMA; highest_stage=Highest registered phase: EARLY_PHASE1; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,Highest registered phase: EARLY_PHASE1 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment)
181,BLIND-0181,ASSET-035,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=SCTT11,876,1,CANONICAL:pipeline_assets_v2.csv::asset=SCTT11;row_sha256=4d5017b1468c8ad77d54629ae6421da281cbb44f8ff3189a0bfc5f5f7865e8fb,SCTT11: indication=TED; target=Not publicly verified; highest_stage=Clinical; status=Registered; tier=Watchlist; evidence_confidence=Very low.,Clinical | Registered | Very low
182,BLIND-0182,POTENTIAL-02,internal_rd_potential_confidence,PASS,7,0,NA (no failed structural checks),"pipeline_assets_v2.csv::asset=MER511;fields=weighted_potential_0_3,evidence_confidence",NA (internal canonical evidence),1,"CANONICAL:pipeline_assets_v2.csv::asset=MER511;fields=weighted_potential_0_3,evidence_confidence",MER511: hypothesis-weighted R&D potential=2.75/3; evidence confidence=Low–moderate.,2.75
183,BLIND-0183,REG-JP-TEPEZZA-AUTH,regional_authorization_status,PASS,8,0,NA (no failed structural checks),soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA; field=authorization_status_scope,735; 736,3,"JP-PMDA-TEPEZZA-REVIEW-CONCLUSION: ［審査結 果 ］ 
別紙のとおり、提出された資料から、本品目の活動性甲状腺眼症に対する有効性は示され、認められ
たベネフィットを踏まえると安全性は許容可能と判断する。 
以上、医薬品医療機器総合機構における審査の結果、本品目については、下記の承認条件を付した上
で、以下の効能又は || JP-PMDA-TEPEZZA-ENGLISH-APPROVAL-ROW: 6-2 Sep. 24, 2024 19 Tepezza for Intravenous Infusion 500 mg
(Amgen K.K.)
Approval Teprotumumab 
(genetical 
recombination)
A drug with a ne || CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA;field=authorization_status_scope",Japan Tepezza authorization: approved in Japan on 2024-09-24 for active thyroid eye disease,approved in Japan on 2024-09-24 for active thyroid eye disease
184,BLIND-0184,TRIAL-FRAME-002,internal_trial_reporting_boundary,PASS,6,0,NA (no failed structural checks),"result_trial_curation_v2.csv::all 25 rows; fields=disposition,efficacy,safety,durability,caveats",NA (internal canonical evidence),1,"CANONICAL:result_trial_curation_v2.csv::all 25 rows | fields=disposition,efficacy,safety,durability,caveats",Displayed trial values는 각 trial 내부 comparator와 endpoint에만 적용하며 trial 간 수치 ranking 또는 pooling을 하지 않는다.,Displayed trial values는 각 trial 내부 comparator와 endpoint에만 적용하며 trial 간 수치 ranking 또는 pooling을 하지 않는다.
185,BLIND-0185,CONCLUSION-003,analytical_monitoring_priority,PASS,6,0,NA (no failed structural checks),"pipeline_assets_v2.csv::assets=LCA-0321,MER511; fields=biomarker_pd_strategy,key_unmet_need,critical_risks",NA (internal canonical evidence),1,"CANONICAL:pipeline_assets_v2.csv::assets=LCA-0321,MER511 | fields=biomarker_pd_strategy,key_unmet_need,critical_risks","Near-term analytical monitoring priorities는 safety/PK/PD, TRAb kinetics, ATD taper를 포함한 durable off-treatment endpoint, normal TSH signaling/total-IgG preservation, 그리고 TED–thyroid biochemical concordance다.","Near-term analytical monitoring priorities는 safety/PK/PD, TRAb kinetics, ATD taper를 포함한 durable off-treatment endpoint, normal TSH signaling/total-IgG preservation, 그리고 TED–thyroid biochemical concordance다."
186,BLIND-0186,TRIAL-009-DURABILITY,trial_durability_result_or_limit,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT02973802; field=durability,800,1,TRIAL-RESULT-NCT02973802: ATX-GD-59 Phase 1에서 thyroid/antibody biomarker 개선 신호가 있었지만 remission proof는 아니다.,NCT02973802: Full paper에서 2명이 1년 off-ATD euthyroid였으나 uncontrolled spontaneous remission 대안이 큼.,Full paper에서 2명이 1년 off-ATD euthyroid였으나 uncontrolled spontaneous remission 대안이 큼.
187,BLIND-0187,TRIAL-008-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT02845336; field=primary_interpretation,798,1,TRIAL-RESULT-NCT02845336: poor enrollment로 종료되어 feasibility 실패이며 efficacy 판단 근거가 아니다.,NCT02845336: poor enrollment로 종료되어 feasibility 실패이며 efficacy 판단 근거가 아니다.,terminated_infeasible
188,BLIND-0188,QA-METHOD-001,internal_methodological_statement,PASS,6,0,NA (no failed structural checks),plan2.md::claim-QA contract,NA (internal canonical evidence),1,CANONICAL:plan2.md::claim-QA contract,Claim QA는 동일 coordinator의 stance-hidden second pass이며 independent third-party validation이 아니다.,Claim QA는 동일 coordinator의 stance-hidden second pass이며 independent third-party validation이 아니다.
189,BLIND-0189,METHOD-004,internal_inventory_count,PASS,6,0,NA (no failed structural checks),clinical_trials_v2.csv::field=has_posted_results,NA (internal canonical evidence),1,CANONICAL:clinical_trials_v2.csv::field=has_posted_results,포함 trial 중 25개에 data cut 시점 posted results가 있었다.,25
190,BLIND-0190,TRIAL-018-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT05276063; field=primary_interpretation,831,1,TRIAL-RESULT-NCT05276063: linsitinib high dose는 Week 24 PRR와 overall response를 유의하게 개선했으나 low dose primary comparison은 유의하지 않았다.,NCT05276063: linsitinib high dose는 Week 24 PRR와 overall response를 유의하게 개선했으나 low dose primary comparison은 유의하지 않았다.,positive_high_dose
191,BLIND-0191,ASSET-020,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=KHN939,916; 917,1,CANONICAL:pipeline_assets_v2.csv::asset=KHN939;row_sha256=2b8ade31a8ac75e4308afba9c83c87b0879ea9b459885e9224016bbc989a6d2a,KHN939: indication=TED; target=Not publicly verified; highest_stage=Clinical; status=Registered; tier=Watchlist; evidence_confidence=Very low.,Clinical | Registered | Very low
192,BLIND-0192,REG-US-LUMVOA-ACCESS,regional_reimbursement_access_status,PASS,9,0,NA (no failed structural checks),soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA; field=reimbursement_access,NA (internal canonical evidence),1,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=reimbursement_access,United States Lumvoa reimbursement/access: unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요)
193,BLIND-0193,ASSET-RENDER-001,internal_asset_rendering_boundary,PASS,6,0,NA (no failed structural checks),"pipeline_assets_v2.csv::all 48 rows; fields=highest_stage,status,core_adjacent_tier,evidence_confidence",NA (internal canonical evidence),1,"CANONICAL:pipeline_assets_v2.csv::all 48 rows | fields=highest_stage,status,core_adjacent_tier,evidence_confidence",Complete asset inventory의 각 row는 canonical table에서 직접 렌더링한다; stage/status는 data cut source state이고 tier/evidence confidence는 efficacy ranking이 아니다.,Complete asset inventory의 각 row는 canonical table에서 직접 렌더링한다; stage/status는 data cut source state이고 tier/evidence confidence는 efficacy ranking이 아니다.
194,BLIND-0194,REG-UK-TEPEZZA-AUTH,regional_authorization_status,PASS,8,0,NA (no failed structural checks),soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA; field=authorization_status_scope,731,2,"UK-MHRA-TEPEZZA-APPROVAL: The Medicines and Healthcare products Regulatory Agency (MHRA) has today, 7 May 2025, approved teprotumumab (Tepezza). This is the first med || CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA;field=authorization_status_scope",United Kingdom Tepezza authorization: MHRA approved on 2025-05-07 for adults with moderate-to-severe TED,MHRA approved on 2025-05-07 for adults with moderate-to-severe TED
195,BLIND-0195,ASSET-048,complete_asset_inventory_row,PASS,8,0,NA (no failed structural checks),pipeline_assets_v2.csv::asset=ZB001,841,1,CANONICAL:pipeline_assets_v2.csv::asset=ZB001;row_sha256=b666affa9e4975beb600f3233be5aa37af39e674649a130638d3c60e85cdb790,ZB001: indication=TED; target=IGF-1R; highest_stage=Phase 1/2; status=Clinical; tier=Comparator; evidence_confidence=Low.,Phase 1/2 | Clinical | Low
196,BLIND-0196,TRIAL-006-INTERPRETATION,trial_primary_interpretation,PASS,12,0,NA (no failed structural checks),result_trial_curation_v2.csv::trial_id=NCT02378298; field=primary_interpretation,791,1,TRIAL-RESULT-NCT02378298: 선택된 rescue cohorts에서 rituximab/MTX 후 CAS 감소가 관찰됐지만 causal 비교는 불가하다.,NCT02378298: 선택된 rescue cohorts에서 rituximab/MTX 후 CAS 감소가 관찰됐지만 causal 비교는 불가하다.,nonrandomized_descriptive
